,BLDGID,Area,Cool_Elec,Heat_Elec,IN_light_Elec,OUT_light_Elec,HVAC_Intensity,Light_Intensity,Heat_rejection,HVAC_Elec_Intensity,HVAC_Ngas_Intensity,Total_Elec,Total_Elec_Intensity,Heat_NatG,Total_NatG,Total_NatG_Intensity,F_AREA_M2,AVGHT_M
1303,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1304,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1305,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1306,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1307,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1308,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1309,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1310,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1311,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1312,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1313,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1314,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1315,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1316,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1317,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1318,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1319,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1320,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1321,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1322,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1323,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1324,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1325,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1326,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1327,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1328,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1329,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1330,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1331,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1332,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1333,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1334,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1335,211,213532.77,2684.9,12350.97,19895.11,106.87,76.16,93.67,0,76.16,69.05,61986.23,290.29,14006.46,14745.31,69.05,13281.396,46.53
1336,22,754.84,35.1,274.39,70.33,106.87,424.02,234.76,0,424.02,61.56,588.2,779.24,6.19,46.46,61.56,188.571,8.72
1337,220,15853.6,344.52,2607.86,1477.1,106.87,197.89,99.91,0,197.89,46.26,6630.95,418.26,579.6,733.44,46.26,1056.127,42.44
1338,220,15853.6,344.52,2607.86,1477.1,106.87,197.89,99.91,0,197.89,46.26,6630.95,418.26,579.6,733.44,46.26,1056.127,42.44
1339,220,15853.6,344.52,2607.86,1477.1,106.87,197.89,99.91,0,197.89,46.26,6630.95,418.26,579.6,733.44,46.26,1056.127,42.44
1340,220,15853.6,344.52,2607.86,1477.1,106.87,197.89,99.91,0,197.89,46.26,6630.95,418.26,579.6,733.44,46.26,1056.127,42.44
1341,220,15853.6,344.52,2607.86,1477.1,106.87,197.89,99.91,0,197.89,46.26,6630.95,418.26,579.6,733.44,46.26,1056.127,42.44
1342,2248,668.45,17.69,223.03,62.28,106.87,373.92,253.06,0,373.92,70.23,499.62,747.44,6.67,46.94,70.23,222.653,5.51
1343,2251,13851.12,171.46,0,1318.36,2604.58,29.87,283.22,69.41,29.87,251.79,6142.33,443.45,3400.24,3487.63,251.79,1258.268,30.13
1344,23,277.11,30.17,197.91,25.82,106.87,852.8,478.84,0,852.8,145.82,402.4,1452.1,0.14,40.41,145.82,92.304,7.6
1345,24,754.84,35.14,274.72,70.33,106.87,424.52,234.76,0,424.52,61.54,588.58,779.74,6.18,46.45,61.54,188.573,8.73
1346,25,754.85,35.41,277.03,70.33,106.87,428.05,234.76,0,428.05,61.32,591.25,783.27,6.02,46.29,61.32,188.573,8.8
1347,257,6776.35,145.62,1215.98,631.36,106.87,212.49,108.94,0,212.49,45.1,2994.43,441.89,231.11,305.63,45.1,846.424,20.9
1348,257,6776.35,145.62,1215.98,631.36,106.87,212.49,108.94,0,212.49,45.1,2994.43,441.89,231.11,305.63,45.1,846.424,20.9
1349,257,6776.35,145.62,1215.98,631.36,106.87,212.49,108.94,0,212.49,45.1,2994.43,441.89,231.11,305.63,45.1,846.424,20.9
1350,2726,7364.05,151,852.09,686.12,106.87,145.35,107.68,0,145.35,59.68,2750.46,373.5,359.86,439.47,59.68,1839.664,9.2
1351,2726,7364.05,151,852.09,686.12,106.87,145.35,107.68,0,145.35,59.68,2750.46,373.5,359.86,439.47,59.68,1839.664,9.2
1352,2726,7364.05,151,852.09,686.12,106.87,145.35,107.68,0,145.35,59.68,2750.46,373.5,359.86,439.47,59.68,1839.664,9.2
1353,273,4714.76,91.02,499.44,439.28,106.87,133.09,115.84,0,133.09,64.6,1741.6,369.39,247.33,304.57,64.6,1570.436,5.38
1354,273,4714.76,91.02,499.44,439.28,106.87,133.09,115.84,0,133.09,64.6,1741.6,369.39,247.33,304.57,64.6,1570.436,5.38
1355,2861,14018.56,260.49,1531.98,1306.13,106.87,135.72,100.8,0,135.72,63.15,5004.31,356.98,747.57,885.24,63.15,2001.187,16.94
1356,2861,14018.56,260.49,1531.98,1306.13,106.87,135.72,100.8,0,135.72,63.15,5004.31,356.98,747.57,885.24,63.15,2001.187,16.94
1357,2861,14018.56,260.49,1531.98,1306.13,106.87,135.72,100.8,0,135.72,63.15,5004.31,356.98,747.57,885.24,63.15,2001.187,16.94
1358,2861,14018.56,260.49,1531.98,1306.13,106.87,135.72,100.8,0,135.72,63.15,5004.31,356.98,747.57,885.24,63.15,2001.187,16.94
1359,2861,14018.56,260.49,1531.98,1306.13,106.87,135.72,100.8,0,135.72,63.15,5004.31,356.98,747.57,885.24,63.15,2001.187,16.94
1360,2861,14018.56,260.49,1531.98,1306.13,106.87,135.72,100.8,0,135.72,63.15,5004.31,356.98,747.57,885.24,63.15,2001.187,16.94
1361,2861,14018.56,260.49,1531.98,1306.13,106.87,135.72,100.8,0,135.72,63.15,5004.31,356.98,747.57,885.24,63.15,2001.187,16.94
1362,2861,14018.56,260.49,1531.98,1306.13,106.87,135.72,100.8,0,135.72,63.15,5004.31,356.98,747.57,885.24,63.15,2001.187,16.94
1363,2861,14018.56,260.49,1531.98,1306.13,106.87,135.72,100.8,0,135.72,63.15,5004.31,356.98,747.57,885.24,63.15,2001.187,16.94
1364,2861,14018.56,260.49,1531.98,1306.13,106.87,135.72,100.8,0,135.72,63.15,5004.31,356.98,747.57,885.24,63.15,2001.187,16.94
1365,2861,14018.56,260.49,1531.98,1306.13,106.87,135.72,100.8,0,135.72,63.15,5004.31,356.98,747.57,885.24,63.15,2001.187,16.94
1366,2868,2754.89,57.64,544.35,256.68,106.87,230.37,131.97,0,230.37,46.63,1330.04,482.79,85.81,128.46,46.63,917.623,6.75
1367,2868,2754.89,57.64,544.35,256.68,106.87,230.37,131.97,0,230.37,46.63,1330.04,482.79,85.81,128.46,46.63,917.623,6.75
1368,29,212.72,15.84,130.23,19.82,106.87,707.89,595.58,0,707.89,190.84,302.91,1423.93,0.33,40.6,190.84,106.285,3.16
1369,30,202.21,16.81,140.73,18.84,106.87,802.54,621.72,0,802.54,200.16,312.35,1544.72,0.2,40.47,200.16,101.029,3.2
1370,305,23923.18,308.38,0,2277.03,2604.58,30.11,204.05,72.34,30.11,242.48,8720.5,364.52,5713.58,5800.97,242.48,2390.561,28.87
1371,305,23923.18,308.38,0,2277.03,2604.58,30.11,204.05,72.34,30.11,242.48,8720.5,364.52,5713.58,5800.97,242.48,2390.561,28.87
1372,305,23923.18,308.38,0,2277.03,2604.58,30.11,204.05,72.34,30.11,242.48,8720.5,364.52,5713.58,5800.97,242.48,2390.561,28.87
1373,305,23923.18,308.38,0,2277.03,2604.58,30.11,204.05,72.34,30.11,242.48,8720.5,364.52,5713.58,5800.97,242.48,2390.561,28.87
1374,305,23923.18,308.38,0,2277.03,2604.58,30.11,204.05,72.34,30.11,242.48,8720.5,364.52,5713.58,5800.97,242.48,2390.561,28.87
1375,31,321.52,28.32,186.16,29.96,106.87,691.73,425.58,0,691.73,126.43,397.96,1237.77,0.38,40.65,126.43,107.092,6.94
1376,32,11525.83,243.75,1712.89,1073.88,106.87,179.76,102.44,0,179.76,50.56,4641.05,402.66,466.88,582.74,50.56,1919.564,15.57
1377,32,11525.83,243.75,1712.89,1073.88,106.87,179.76,102.44,0,179.76,50.56,4641.05,402.66,466.88,582.74,50.56,1919.564,15.57
1378,32,11525.83,243.75,1712.89,1073.88,106.87,179.76,102.44,0,179.76,50.56,4641.05,402.66,466.88,582.74,50.56,1919.564,15.57
1379,32,11525.83,243.75,1712.89,1073.88,106.87,179.76,102.44,0,179.76,50.56,4641.05,402.66,466.88,582.74,50.56,1919.564,15.57
1380,32,11525.83,243.75,1712.89,1073.88,106.87,179.76,102.44,0,179.76,50.56,4641.05,402.66,466.88,582.74,50.56,1919.564,15.57
1381,32,11525.83,243.75,1712.89,1073.88,106.87,179.76,102.44,0,179.76,50.56,4641.05,402.66,466.88,582.74,50.56,1919.564,15.57
1382,32,11525.83,243.75,1712.89,1073.88,106.87,179.76,102.44,0,179.76,50.56,4641.05,402.66,466.88,582.74,50.56,1919.564,15.57
1383,32,11525.83,243.75,1712.89,1073.88,106.87,179.76,102.44,0,179.76,50.56,4641.05,402.66,466.88,582.74,50.56,1919.564,15.57
1384,32,11525.83,243.75,1712.89,1073.88,106.87,179.76,102.44,0,179.76,50.56,4641.05,402.66,466.88,582.74,50.56,1919.564,15.57
1385,32,11525.83,243.75,1712.89,1073.88,106.87,179.76,102.44,0,179.76,50.56,4641.05,402.66,466.88,582.74,50.56,1919.564,15.57
1386,3225,97337.06,1204.84,0,9264.62,2604.58,28.92,121.94,279.97,28.92,236.63,27372.67,281.22,22945.56,23032.94,236.63,24254.024,55.49
1387,3225,97337.06,1204.84,0,9264.62,2604.58,28.92,121.94,279.97,28.92,236.63,27372.67,281.22,22945.56,23032.94,236.63,24254.024,55.49
1388,3225,97337.06,1204.84,0,9264.62,2604.58,28.92,121.94,279.97,28.92,236.63,27372.67,281.22,22945.56,23032.94,236.63,24254.024,55.49
1389,3225,97337.06,1204.84,0,9264.62,2604.58,28.92,121.94,279.97,28.92,236.63,27372.67,281.22,22945.56,23032.94,236.63,24254.024,55.49
1390,3225,97337.06,1204.84,0,9264.62,2604.58,28.92,121.94,279.97,28.92,236.63,27372.67,281.22,22945.56,23032.94,236.63,24254.024,55.49
1391,3225,97337.06,1204.84,0,9264.62,2604.58,28.92,121.94,279.97,28.92,236.63,27372.67,281.22,22945.56,23032.94,236.63,24254.024,55.49
1392,3225,97337.06,1204.84,0,9264.62,2604.58,28.92,121.94,279.97,28.92,236.63,27372.67,281.22,22945.56,23032.94,236.63,24254.024,55.49
1393,3225,97337.06,1204.84,0,9264.62,2604.58,28.92,121.94,279.97,28.92,236.63,27372.67,281.22,22945.56,23032.94,236.63,24254.024,55.49
1394,323,3632.11,73.88,549.13,338.41,106.87,181.94,122.6,0,181.94,53.79,1543.63,425,146.7,195.35,53.79,907.362,9.17
1395,323,3632.11,73.88,549.13,338.41,106.87,181.94,122.6,0,181.94,53.79,1543.63,425,146.7,195.35,53.79,907.362,9.17
1396,323,3632.11,73.88,549.13,338.41,106.87,181.94,122.6,0,181.94,53.79,1543.63,425,146.7,195.35,53.79,907.362,9.17
1397,3283,1638.39,36.32,350.72,152.65,106.87,246.31,158.4,0,246.31,50.69,860.44,525.18,42.79,83.06,50.69,409.296,8.17
1398,3296,40644.52,714.65,4135.01,3786.9,106.87,127.06,95.8,0,127.06,63.39,13954.09,343.32,2203.17,2576.64,63.39,4512.749,24.53
1399,3296,40644.52,714.65,4135.01,3786.9,106.87,127.06,95.8,0,127.06,63.39,13954.09,343.32,2203.17,2576.64,63.39,4512.749,24.53
1400,3296,40644.52,714.65,4135.01,3786.9,106.87,127.06,95.8,0,127.06,63.39,13954.09,343.32,2203.17,2576.64,63.39,4512.749,24.53
1401,3296,40644.52,714.65,4135.01,3786.9,106.87,127.06,95.8,0,127.06,63.39,13954.09,343.32,2203.17,2576.64,63.39,4512.749,24.53
1402,3296,40644.52,714.65,4135.01,3786.9,106.87,127.06,95.8,0,127.06,63.39,13954.09,343.32,2203.17,2576.64,63.39,4512.749,24.53
1403,329702,222535.19,2176.73,0,21181.08,2604.58,22.2,106.88,506.42,22.2,185.03,57734.03,259.44,41088.8,41176.18,185.03,5851.891,112.41
1404,329702,222535.19,2176.73,0,21181.08,2604.58,22.2,106.88,506.42,22.2,185.03,57734.03,259.44,41088.8,41176.18,185.03,5851.891,112.41
1405,329702,222535.19,2176.73,0,21181.08,2604.58,22.2,106.88,506.42,22.2,185.03,57734.03,259.44,41088.8,41176.18,185.03,5851.891,112.41
1406,329702,222535.19,2176.73,0,21181.08,2604.58,22.2,106.88,506.42,22.2,185.03,57734.03,259.44,41088.8,41176.18,185.03,5851.891,112.41
1407,329702,222535.19,2176.73,0,21181.08,2604.58,22.2,106.88,506.42,22.2,185.03,57734.03,259.44,41088.8,41176.18,185.03,5851.891,112.41
1408,329702,222535.19,2176.73,0,21181.08,2604.58,22.2,106.88,506.42,22.2,185.03,57734.03,259.44,41088.8,41176.18,185.03,5851.891,112.41
1409,329702,222535.19,2176.73,0,21181.08,2604.58,22.2,106.88,506.42,22.2,185.03,57734.03,259.44,41088.8,41176.18,185.03,5851.891,112.41
1410,329702,222535.19,2176.73,0,21181.08,2604.58,22.2,106.88,506.42,22.2,185.03,57734.03,259.44,41088.8,41176.18,185.03,5851.891,112.41
1411,33,287.75,18.15,148.93,26.81,106.87,599.07,464.58,0,599.07,142.65,340.73,1184.11,0.78,41.05,142.65,143.77,3.1
1412,3346,96267.38,1000.66,0,9162.81,2604.58,24.24,122.24,236.45,24.24,232.47,26649.74,276.83,22291.52,22378.91,232.47,2046.744,141.68
1413,3346,96267.38,1000.66,0,9162.81,2604.58,24.24,122.24,236.45,24.24,232.47,26649.74,276.83,22291.52,22378.91,232.47,2046.744,141.68
1414,3353,11330.45,152.52,0,1078.44,2604.58,32.68,325.06,61.07,32.68,257.9,5530.27,488.09,2834.75,2922.14,257.9,1132.216,28.73
1415,3353,11330.45,152.52,0,1078.44,2604.58,32.68,325.06,61.07,32.68,257.9,5530.27,488.09,2834.75,2922.14,257.9,1132.216,28.73
1416,3353,11330.45,152.52,0,1078.44,2604.58,32.68,325.06,61.07,32.68,257.9,5530.27,488.09,2834.75,2922.14,257.9,1132.216,28.73
1417,3353,11330.45,152.52,0,1078.44,2604.58,32.68,325.06,61.07,32.68,257.9,5530.27,488.09,2834.75,2922.14,257.9,1132.216,28.73
1418,3353,11330.45,152.52,0,1078.44,2604.58,32.68,325.06,61.07,32.68,257.9,5530.27,488.09,2834.75,2922.14,257.9,1132.216,28.73
1419,3353,11330.45,152.52,0,1078.44,2604.58,32.68,325.06,61.07,32.68,257.9,5530.27,488.09,2834.75,2922.14,257.9,1132.216,28.73
1420,3353,11330.45,152.52,0,1078.44,2604.58,32.68,325.06,61.07,32.68,257.9,5530.27,488.09,2834.75,2922.14,257.9,1132.216,28.73
1421,3353,11330.45,152.52,0,1078.44,2604.58,32.68,325.06,61.07,32.68,257.9,5530.27,488.09,2834.75,2922.14,257.9,1132.216,28.73
1422,3363,9498.55,200.66,1279.33,884.99,106.87,165.33,104.42,0,165.33,55.8,3706.41,390.21,431.83,529.99,55.8,1355.945,17.47
1423,3363,9498.55,200.66,1279.33,884.99,106.87,165.33,104.42,0,165.33,55.8,3706.41,390.21,431.83,529.99,55.8,1355.945,17.47
1424,3363,9498.55,200.66,1279.33,884.99,106.87,165.33,104.42,0,165.33,55.8,3706.41,390.21,431.83,529.99,55.8,1355.945,17.47
1425,3363,9498.55,200.66,1279.33,884.99,106.87,165.33,104.42,0,165.33,55.8,3706.41,390.21,431.83,529.99,55.8,1355.945,17.47
1426,3363,9498.55,200.66,1279.33,884.99,106.87,165.33,104.42,0,165.33,55.8,3706.41,390.21,431.83,529.99,55.8,1355.945,17.47
1427,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1428,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1429,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1430,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1431,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1432,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1433,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1434,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1435,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1436,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1437,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1438,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1439,3372,48280.9,527.98,0,4595.41,2604.58,25.22,149.13,124.12,25.22,203.18,14711.37,304.7,9722.48,9809.86,203.18,3446.105,39.43
1440,3375,12591.04,246.8,1377.74,1173.12,106.87,137.73,101.66,0,137.73,60.51,4530.87,359.85,636.78,761.92,60.51,2516.357,11.93
1441,3375,12591.04,246.8,1377.74,1173.12,106.87,137.73,101.66,0,137.73,60.51,4530.87,359.85,636.78,761.92,60.51,2516.357,11.93
1442,3375,12591.04,246.8,1377.74,1173.12,106.87,137.73,101.66,0,137.73,60.51,4530.87,359.85,636.78,761.92,60.51,2516.357,11.93
1443,3375,12591.04,246.8,1377.74,1173.12,106.87,137.73,101.66,0,137.73,60.51,4530.87,359.85,636.78,761.92,60.51,2516.357,11.93
1444,3375,12591.04,246.8,1377.74,1173.12,106.87,137.73,101.66,0,137.73,60.51,4530.87,359.85,636.78,761.92,60.51,2516.357,11.93
1445,3375,12591.04,246.8,1377.74,1173.12,106.87,137.73,101.66,0,137.73,60.51,4530.87,359.85,636.78,761.92,60.51,2516.357,11.93
1446,34,287.76,17.47,143.21,26.81,106.87,576.17,464.58,0,576.17,143.01,334.14,1161.2,0.88,41.15,143.01,143.773,2.99
1447,3416,43130.38,534.28,0,4105.18,2604.58,29.01,155.57,125.36,29.01,238.84,13583.47,314.94,10213.77,10301.16,238.84,2268.356,54.5
1448,3416,43130.38,534.28,0,4105.18,2604.58,29.01,155.57,125.36,29.01,238.84,13583.47,314.94,10213.77,10301.16,238.84,2268.356,54.5
1449,3416,43130.38,534.28,0,4105.18,2604.58,29.01,155.57,125.36,29.01,238.84,13583.47,314.94,10213.77,10301.16,238.84,2268.356,54.5
1450,3416,43130.38,534.28,0,4105.18,2604.58,29.01,155.57,125.36,29.01,238.84,13583.47,314.94,10213.77,10301.16,238.84,2268.356,54.5
1451,3416,43130.38,534.28,0,4105.18,2604.58,29.01,155.57,125.36,29.01,238.84,13583.47,314.94,10213.77,10301.16,238.84,2268.356,54.5
1452,3416,43130.38,534.28,0,4105.18,2604.58,29.01,155.57,125.36,29.01,238.84,13583.47,314.94,10213.77,10301.16,238.84,2268.356,54.5
1453,3416,43130.38,534.28,0,4105.18,2604.58,29.01,155.57,125.36,29.01,238.84,13583.47,314.94,10213.77,10301.16,238.84,2268.356,54.5
1454,3416,43130.38,534.28,0,4105.18,2604.58,29.01,155.57,125.36,29.01,238.84,13583.47,314.94,10213.77,10301.16,238.84,2268.356,54.5
1455,3421,121960.34,1139.59,0,11608.28,2604.58,20.98,116.54,266.48,20.98,168.62,32669.8,267.87,20477.05,20564.43,168.62,7168.88,47.61
1456,3421,121960.34,1139.59,0,11608.28,2604.58,20.98,116.54,266.48,20.98,168.62,32669.8,267.87,20477.05,20564.43,168.62,7168.88,47.61
1457,3421,121960.34,1139.59,0,11608.28,2604.58,20.98,116.54,266.48,20.98,168.62,32669.8,267.87,20477.05,20564.43,168.62,7168.88,47.61
1458,3421,121960.34,1139.59,0,11608.28,2604.58,20.98,116.54,266.48,20.98,168.62,32669.8,267.87,20477.05,20564.43,168.62,7168.88,47.61
1459,3421,121960.34,1139.59,0,11608.28,2604.58,20.98,116.54,266.48,20.98,168.62,32669.8,267.87,20477.05,20564.43,168.62,7168.88,47.61
1460,3476,75573.74,750.56,0,7193.17,2604.58,22.52,129.64,175.3,22.52,180.77,21351.15,282.52,13574.27,13661.65,180.77,5394.175,38.81
1461,3476,75573.74,750.56,0,7193.17,2604.58,22.52,129.64,175.3,22.52,180.77,21351.15,282.52,13574.27,13661.65,180.77,5394.175,38.81
1462,3476,75573.74,750.56,0,7193.17,2604.58,22.52,129.64,175.3,22.52,180.77,21351.15,282.52,13574.27,13661.65,180.77,5394.175,38.81
1463,3476,75573.74,750.56,0,7193.17,2604.58,22.52,129.64,175.3,22.52,180.77,21351.15,282.52,13574.27,13661.65,180.77,5394.175,38.81
1464,3476,75573.74,750.56,0,7193.17,2604.58,22.52,129.64,175.3,22.52,180.77,21351.15,282.52,13574.27,13661.65,180.77,5394.175,38.81
1465,3476,75573.74,750.56,0,7193.17,2604.58,22.52,129.64,175.3,22.52,180.77,21351.15,282.52,13574.27,13661.65,180.77,5394.175,38.81
1466,35,777.71,36.9,291.09,72.46,106.87,436.12,230.59,0,436.12,59.4,612.19,787.17,5.93,46.2,59.4,194.285,9.01
1467,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1468,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1469,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1470,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1471,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1472,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1473,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1474,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1475,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1476,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1477,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1478,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1479,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
1480,3518,184934.75,1671.26,0,17602.24,2604.58,20.28,109.26,394.23,20.28,170,48064.5,259.9,31351.65,31439.04,170,10831.243,47.46
