OBJECTID,ID,BLDGID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area
1224,334979,10952,42,203.41,21,180.87,22.54,Pitched,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,92.4287740402,188.179169546
1225,334980,10952,42,397.41,35,180.83,216.58,Pitched,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,83.1855209797,185.855156634
1226,334981,10952,41,231.03,4,180.86,50.17,Flat,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,103.330375706,598.737550817
1227,334982,10953,42,265.88,30,181.03,84.85,Pitched,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,47.7527300045,121.41486614
1228,334983,10953,42,264.35,40,181.06,83.29,Pitched,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,50.7016120715,74.9183162116
1229,334984,11606,41,271.62,4,181.15,90.47,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,32.0907205236,63.4957948856
1230,334985,11606,41,237.28,2,181.08,56.2,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,67.7999359916,188.244054894
1231,334986,11606,42,269.86,39,181.22,88.64,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,36.3833690479,66.2935038546
1232,334987,11606,41,236.03,2,181.18,54.85,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,128.425884612,579.433649024
1233,334988,11581,41,244.68,7,181.2,63.48,Flat,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,127.49491111,433.735826479
1234,334989,11581,999,267.92,26,181.12,86.8,Complex,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,35.1822918457,73.2002929066
1235,334990,11586,999,212.81,19,181.12,31.69,Complex,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,28.5559327945,48.1263985959
1236,334991,11586,42,201.62,39,181.1,20.52,Pitched,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,17.0474926513,16.495305896
1237,334992,11586,42,333.02,51,181.15,151.87,Pitched,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,60.972579102,221.718585197
1238,334993,11606,42,265.58,0,181.06,84.52,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,22.5681440976,31.4536990079
1239,335014,10952,41,410.82,2,180.59,230.23,Flat,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,153.773879293,1353.38177191
1240,335015,11606,41,274.07,9,181.23,92.84,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,30.7753119577,59.0377066338
1241,335016,11606,999,256.47,16,181.07,75.4,Complex,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,232.185656501,2009.45440631
1242,335017,11606,42,241.42,36,181.11,60.31,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,40.6273177142,93.978553055
1243,335018,11581,42,255.72,38,181.25,74.47,Pitched,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,55.3792195369,143.322223547
1244,335019,11581,999,225.01,27,181.39,43.61,Complex,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,26.0899303291,42.2985495833
1245,335020,11581,999,265.23,18,181.42,83.82,Complex,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,37.1516341084,84.7356919457
1246,335021,11586,999,215.04,17,181.15,33.9,Complex,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,31.349660906,58.0636314751
1247,335022,11586,41,209.26,3,181.05,28.21,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,151.162346908,927.663391062
1248,335023,11586,42,194.65,25,181.1,13.55,Pitched,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,41.3093719271,100.058328211
1249,335024,11606,42,264.27,37,181.19,83.07,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,30.6667029367,55.5088807899
1250,335025,11606,42,269.79,39,181.19,88.6,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,23.973256837,35.9016614082
1251,335026,11606,42,239.77,39,181.06,58.72,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,69.5872839764,135.368737882
1252,335063,10955,41,207.43,9,180.87,26.56,Flat,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,225.911675072,679.570038052
1253,335064,11632,42,261.98,27,180.96,81.02,Pitched,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,48.0772366394,122.729885082
1254,335065,10952,41,219.25,3,180.9,38.35,Flat,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,66.6367881278,163.567730553
1255,335066,10952,42,230.62,40,180.61,50.01,Pitched,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,105.393433188,564.096724577
1256,335067,10953,42,264.05,20,181.17,82.88,Pitched,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,32.7399107311,49.8098477357
1257,335068,11606,41,217.17,6,181.02,36.15,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,51.6999218871,131.916204261
1258,335153,79,41,205.64,2,181,24.64,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,202.586620798,2453.52016681
1259,335154,79,41,200.35,13,180.01,20.34,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,335.192721826,1799.42271401
1260,335155,79,41,220.61,2,183.5,37.11,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,192.28959601,1610.61939135
1261,335156,76,41,186.51,3,180.63,5.88,Flat,1402.031,5.21,-0.01,8.15,180.82,54.78,51.85,0.62,293.817861117,1402.03148072
1262,335157,15,41,194.61,2,181.01,13.6,Flat,1329.948,8.31,0,13.63,181.1,43.36,30.88,0,23.7833999973,34.0426796509
1263,335158,55,41,220.89,6,180.84,40.05,Flat,3249.779,31.43,3.45,41.2,180.83,63.01,51.58,0,34.0353999976,58.5364484173
1264,335159,52,41,255.53,6,180.55,74.98,Flat,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,59.5140000004,153.185107493
1265,335160,52,41,255.53,13,180.7,74.83,Flat,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,28.7203999981,50.7808433627
1266,335161,52,42,194.88,43,180.56,14.32,Pitched,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,25.6612674753,40.955061123
1267,335162,56,42,280.71,39,180.84,99.87,Pitched,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,21.4142613579,28.381501664
1268,335163,20,41,206.4,14,180.65,25.76,Flat,1862.045,92.27,7.75,154.17,180.9,51.79,45.11,0.68,170.485505411,305.575465271
1269,335164,71,41,196.01,14,180.91,15.1,Flat,1175.771,23.84,-0.03,31.33,181.1,40.61,31.12,0.89,53.8737272338,114.147868362
1270,335165,116,999,229.35,19,181.2,48.15,Complex,4232.31,27.04,-0.02,53.92,181.15,88.92,50.4,0.89,111.735330227,525.582384572
1271,335166,116,999,195.06,21,181.05,14.01,Complex,4232.31,27.04,-0.02,53.92,181.15,88.92,50.4,0.89,28.699275063,45.5592921961
1272,335167,105,42,248.86,23,181,67.86,Pitched,3330.451,44.19,0.2,73.87,181.09,68.8,50.21,0.71,73.4623594939,306.409044013
1273,335168,105,999,243.32,15,180.9,62.42,Complex,3330.451,44.19,0.2,73.87,181.09,68.8,50.21,0.71,138.39341737,392.214439147
1274,335210,14718,41,199.44,8,180.88,18.56,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,113.487766859,310.101396122
1275,335211,14718,41,193.9,15,180.89,13.01,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,94.4689186456,432.028903714
1276,335212,14718,42,204.79,27,180.87,23.92,Pitched,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,57.4219586456,150.577093713
1277,335221,11632,41,269.48,2,181.06,88.42,Flat,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,50.0669909413,138.507495875
1278,335222,11632,41,269.55,2,181.1,88.45,Flat,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,65.2240121649,181.257621518
1279,335223,10952,42,405.67,22,180.83,224.84,Pitched,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,104.158095197,284.340601651
1280,335224,10953,42,271.21,28,181.1,90.11,Pitched,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,20.4015677307,24.4582079896
1281,335225,11619,42,217.65,34,181.15,36.5,Pitched,5345.009,46.25,0.49,103.76,181.11,99.06,56.15,0.17,24.0870067154,31.3869588168
1282,335226,11606,999,269.45,40,181.23,88.22,Complex,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,22.9821767409,30.6039654238
1283,335227,11606,41,265.25,8,181.02,84.23,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,135.498161121,697.109964457
1284,335228,11606,41,269.13,5,181.11,88.02,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,27.6344546858,47.6125406166
1285,335229,11606,41,243.01,2,181.06,61.95,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,44.1525062229,117.222442627
1286,335230,11581,41,217.95,2,181.14,36.81,Flat,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,131.956376521,763.012747255
1287,335231,11581,42,216.58,20,181.35,35.23,Pitched,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,25.4102733619,40.2780779152
1288,335232,11581,42,196.64,23,181.32,15.32,Pitched,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,58.348262722,210.682903224
1289,335233,11581,42,270.29,28,181.24,89.04,Pitched,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,41.0188534745,91.1462437983
1290,335234,11586,42,219.51,37,181.15,38.36,Pitched,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,19.7001080016,23.0918378228
1291,335235,11586,999,248.86,16,181.12,67.74,Complex,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,111.686417926,520.051851416
1292,335236,11586,41,211.35,12,181.12,30.23,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,50.8315509421,108.640043551
1293,335237,11586,999,219.41,37,181.15,38.26,Complex,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,20.3760639843,24.9110802771
1294,335238,11586,41,202.67,2,181.11,21.56,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,57.6609076651,188.337931892
1295,335239,11606,42,266.04,38,181.19,84.85,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,24.3598789894,37.0338184799
1296,335285,12604,42,281.05,21,181.81,99.24,Pitched,2552.451,87.59,-0.98,101.32,181.95,56.99,44.79,0.51,33.514200002,60.2426043124
1297,335286,13231,41,288.84,14,182.43,106.4,Flat,1985.476,112.47,-0.3,140.45,182.15,56.26,38.56,0.51,37.4926752874,75.19522275
1298,335303,10967,41,369.56,1,181.36,188.2,Flat,3906.506,148.39,0,203.61,181.59,85.84,50.23,0.17,120.523449972,649.23867479
1299,335307,12593,41,265.58,12,180.95,84.63,Flat,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,92.5470392969,231.194952662
1300,335308,12593,42,261.14,29,181.05,80.09,Pitched,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,20.017599998,24.836265715
1301,335309,12593,42,205.11,33,180.96,24.15,Pitched,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,21.5194000006,26.0739969628
1302,335310,9610,42,290.57,33,181.05,109.52,Pitched,2176.42,95.8,0,112.07,181.1,55.61,39.14,0,44.9959999975,113.069632945
1303,335379,11606,41,271.74,2,181.12,90.63,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,59.3514456609,219.568525235
1304,335380,11606,999,200.06,17,181.14,18.92,Complex,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,87.4097321946,270.424808845
1305,335381,11586,999,245.55,20,181.11,64.44,Complex,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,19.5940000476,23.9813525065
1306,335382,11586,41,194.13,16,181.06,13.07,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,37.3068469949,73.1027356718
1307,335383,11586,41,270.11,13,181.12,88.99,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,42.9209035964,78.7280676336
1308,335384,11606,42,268.97,36,181.19,87.78,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,70.7594864145,169.279101654
1309,335456,13200,42,250.38,34,181.03,69.35,Pitched,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,28.7500000019,49.8781982451
1310,335457,13200,999,251.6,24,181.03,70.57,Complex,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,26.4143999983,43.4883008638
1311,335458,13200,41,250.51,9,181.02,69.49,Flat,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,21.3188000005,27.91975368
1312,335459,13244,42,208.96,21,180.92,28.04,Pitched,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,63.8982641624,168.519142896
1313,335490,15400,42,189.03,36,181.11,7.92,Pitched,4239.453,43.24,-0.01,96.68,181.35,105.8,42.45,0.45,72.3452313596,161.11586262
1314,335491,15943,42,265.73,33,183.63,82.1,Pitched,4625.997,95.41,-0.76,163.16,182.62,105.82,47.05,0.76,79.2703654901,132.254258754
1315,335492,15419,42,248.64,31,181.59,67.05,Pitched,2618.492,54.6,0,94.63,181.68,59.34,44.13,0.76,29.5940042719,50.3197642717
1316,335503,14714,999,202.74,20,178,24.74,Complex,2329.117,56.4,1.09,120.53,181.26,115.46,26.83,-6.53,71.6493857521,308.534824352
1317,335504,14714,42,210.46,29,177.65,32.81,Pitched,2329.117,56.4,1.09,120.53,181.26,115.46,26.83,-6.53,54.3168870425,117.332552074
1318,335509,12579,42,184.04,20,180.87,3.17,Pitched,410.904,3.13,-0.02,5.03,180.93,53.74,10.66,0,137.594200002,410.903580447
1319,335510,13244,999,212.48,18,180.81,31.67,Complex,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,71.6924038176,296.016477358
1320,335511,13255,42,243.53,37,180.97,62.56,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,119.714626144,258.412307553
1321,335512,13255,41,252.13,5,181.17,70.96,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,45.8379284962,102.665764492
1322,335513,13255,999,234.85,36,181.14,53.71,Complex,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,35.929158534,69.5673511702
1323,335522,3518,999,320.81,19,180.95,139.86,Complex,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,129.816944216,751.841272578
1324,335523,3518,42,210.18,25,180.89,29.29,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,186.416500975,343.862269416
1325,335554,15966,41,268.66,3,181.06,87.6,Flat,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,81.9595514883,398.629119563
1326,335651,10105,42,330,19,181.41,148.59,Pitched,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,66.2388925795,122.608731998
1327,335652,10119,41,292.27,5,180.82,111.45,Flat,1297.779,106.4,0,128.51,181.01,57.2,22.69,-0.6,152.425254807,496.361458348
1328,335653,10119,41,292.39,9,180.8,111.59,Flat,1297.779,106.4,0,128.51,181.01,57.2,22.69,-0.6,129.96972198,384.051998373
1329,335654,10108,41,219.74,4,180.9,38.84,Flat,5009.883,30.27,0,39.22,181.1,97.78,57.5,-0.21,33.4681286099,64.292537205
1330,335655,9601,42,383.56,42,181.19,202.37,Pitched,5108.701,123.25,0,211.17,181.37,98.21,57.94,0,40.182327005,96.4576643207
1331,335690,13227,999,248.65,23,181.14,67.51,Complex,1440.034,56.09,-0.15,89.23,181.14,56.73,25.65,0.51,30.3699948924,51.4743010184
1332,335691,12593,42,264.58,30,180.72,83.86,Pitched,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,37.7648000028,82.3819762475
1333,335692,12593,41,202.63,5,180.92,21.71,Flat,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,203.926200001,2111.04203333
1334,335693,13263,42,185.57,21,180.83,4.74,Pitched,4922.974,44.73,0,85.54,181.02,92.49,61.15,0,42.2953999992,78.2248583105
1335,335694,13263,42,246.79,30,181.03,65.75,Pitched,4922.974,44.73,0,85.54,181.02,92.49,61.15,0,23.5748000015,33.4395174446
1336,335695,10105,41,237.24,3,181.63,55.61,Flat,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,53.9650588288,162.543266779
1337,335696,10105,42,288.67,50,181.82,106.85,Pitched,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,62.6892249892,167.460935308
1338,335697,10105,41,324.69,3,181.02,143.67,Flat,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,57.3399434445,192.755774683
1339,335698,9601,41,213.46,1,180.86,32.6,Flat,5108.701,123.25,0,211.17,181.37,98.21,57.94,0,239.568110841,1560.70589505
1340,335719,13231,41,288.95,11,182.5,106.45,Flat,1985.476,112.47,-0.3,140.45,182.15,56.26,38.56,0.51,18.137914568,20.1458254012
1341,335720,12593,41,264.09,17,181.02,83.07,Flat,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,39.3384000007,95.0231114037
1342,335721,12593,42,264.37,38,180.97,83.4,Pitched,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,27.4737999998,38.6885798381
1343,335722,11682,42,193.47,29,181.11,12.36,Pitched,3237.333,67.91,-0.01,92.77,181.24,73,57.23,0.51,67.8153693845,222.959142244
1344,335723,12571,42,231.45,23,181.04,50.42,Pitched,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,21.8089999985,29.6567785559
1345,335724,10105,42,338.57,41,181.57,157,Pitched,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,58.9328183798,76.1683485902
1346,335725,10105,41,324.7,3,181.39,143.31,Flat,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,55.0829190117,176.494374353
1347,335726,10105,41,335.17,2,180.82,154.35,Flat,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,93.8388435685,501.355315491
1348,335727,10119,42,287.18,42,180.89,106.29,Pitched,1297.779,106.4,0,128.51,181.01,57.2,22.69,-0.6,137.640347535,417.365058424
1349,335728,9601,42,384.07,29,180.76,203.31,Pitched,5108.701,123.25,0,211.17,181.37,98.21,57.94,0,237.23931509,1371.26180996
1350,335729,9610,41,290.97,5,181.05,109.92,Flat,2176.42,95.8,0,112.07,181.1,55.61,39.14,0,61.2388000004,225.957763206
1351,335730,11634,42,300.27,40,180.87,119.4,Pitched,1877.072,112.93,16.08,120,180.89,55.25,34.69,0.17,29.8488359892,55.6020354221
1352,335834,13200,42,249.76,32,181.02,68.74,Pitched,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,40.3049999997,63.1079969087
1353,335835,13244,41,211.55,2,180.85,30.7,Flat,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,55.8658105232,157.344201705
1354,335836,13244,41,214.3,4,180.96,33.34,Flat,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,46.5561952995,125.023188607
1355,335837,13244,41,213.18,3,180.83,32.35,Flat,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,32.9447999988,67.3365544353
1356,335838,13255,42,245.96,39,181.07,64.89,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,34.121199232,53.4874544515
1357,335839,13202,41,203.25,5,181.09,22.16,Flat,5038.688,24.74,0.14,39.38,181.1,113.67,46.27,0.43,76.307742377,195.677302786
1358,335840,13206,999,210.82,19,181.22,29.6,Complex,5687.672,92.04,0,192.96,181.31,118.59,52.19,1.58,98.3498607023,210.81092599
1359,335882,13227,41,242.45,3,181,61.45,Flat,1440.034,56.09,-0.15,89.23,181.14,56.73,25.65,0.51,104.441708673,479.330285336
1360,335903,13129,41,378.54,5,180.85,197.68,Flat,3835.52,177.85,-0.24,198.93,180.93,82.55,46.46,0,65.3523999993,266.556269964
1361,335904,13244,41,255.32,3,180.75,74.57,Flat,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,155.125545387,435.566149291
1362,335905,13244,42,199.92,26,180.88,19.04,Pitched,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,48.5812713176,114.412710689
1363,335909,16941,42,204.62,39,185.05,19.57,Pitched,3324.389,20.63,-5.2,78.76,185.51,94.64,40.78,0.76,48.5695763268,48.2218925777
1364,335910,16941,42,200.79,31,185.81,14.98,Pitched,3324.389,20.63,-5.2,78.76,185.51,94.64,40.78,0.76,55.6069780776,170.951474887
1365,335978,13202,42,206.41,37,181.12,25.29,Pitched,5038.688,24.74,0.14,39.38,181.1,113.67,46.27,0.43,17.7402970617,19.4654325569
1366,335979,13202,41,207.95,6,181.06,26.89,Flat,5038.688,24.74,0.14,39.38,181.1,113.67,46.27,0.43,46.8809154941,107.260393392
1367,335980,13206,41,214.46,10,181.21,33.25,Flat,5687.672,92.04,0,192.96,181.31,118.59,52.19,1.58,231.152180555,1214.45930431
1368,335981,14705,42,313.15,28,180.97,132.18,Pitched,7036.69,66.31,-2.34,141.18,181.01,120.17,94.5,0,43.4025999997,107.01392772
1369,335982,14705,42,311.55,31,180.88,130.67,Pitched,7036.69,66.31,-2.34,141.18,181.01,120.17,94.5,0,30.7906000018,56.8138153275
1370,335983,14711,42,230.64,49,180.92,49.72,Pitched,9882.25,60.63,-5.77,95.49,180.92,115.22,100.4,1.91,273.961818388,1021.42073182
1371,335984,14697,41,212.18,5,180.88,31.3,Flat,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,44.4847938453,113.573779874
1372,335985,14697,41,209.86,2,180.82,29.04,Flat,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,285.184999999,1997.84080041
1373,335986,14697,42,376.18,0,180.75,195.43,Pitched,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,94.3005000093,286.582351468
1374,335987,14037,41,250.79,2,180.74,70.05,Flat,5567.383,51.18,0.18,89.21,180.78,100.15,61.17,0.62,40.5679448264,87.4639965203
1375,335988,14077,42,305.83,38,181,124.83,Pitched,6005.628,41.85,0.06,126.39,181.08,106.85,61.78,0.76,50.7160549275,157.09679498
1376,335989,14077,41,185.87,5,180.92,4.95,Flat,6005.628,41.85,0.06,126.39,181.08,106.85,61.78,0.76,211.852139892,600.495142749
1377,335990,14692,42,208.81,33,181.13,27.68,Pitched,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,106.426191807,242.838353019
1378,335991,14692,42,211.35,27,180.93,30.42,Pitched,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,109.444073434,646.362762802
1379,335992,14692,999,211.52,20,180.95,30.57,Complex,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,178.633816996,1781.04630906
1380,335993,14669,999,203.76,16,181.44,22.32,Complex,2725.825,35.44,0,91.02,181.59,68.94,51.43,0,68.7706000004,251.714832462
1381,335994,14256,999,184.26,20,181.17,3.08,Complex,74.002,2.92,0.87,6.13,181.29,12.87,5.75,0,37.2391999997,74.0016238768
1382,335995,14674,42,267.84,29,181.93,85.91,Pitched,2566.077,49.89,0,91.71,181.86,65.99,38.89,0,25.8435999975,40.1754743914
1383,336072,13227,42,245.39,37,181.14,64.25,Pitched,1440.034,56.09,-0.15,89.23,181.14,56.73,25.65,0.51,21.143232287,27.9082226507
1384,336073,12593,42,275.95,42,180.98,94.97,Pitched,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,23.4652392999,33.6796486164
1385,336074,12593,999,267.17,17,181,86.17,Complex,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,51.0668000001,154.078403892
1386,336075,12593,41,262.07,9,180.97,81.1,Flat,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,50.8691999968,144.600053827
1387,336076,14056,999,208.13,31,180.94,27.19,Complex,2216.885,18.29,-1.87,27.96,181.02,55.63,41.34,0.51,25.6700107874,41.1362226392
1388,336077,12571,41,261.94,11,180.94,81,Flat,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,73.4646000005,216.353176872
1389,336078,12571,42,231.77,37,180.97,50.8,Pitched,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,20.7476000004,25.5692135215
1390,336079,10105,42,338.52,39,181.4,157.12,Pitched,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,49.2174965831,87.5142022839
1391,336080,10105,41,338.7,3,181,157.7,Flat,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,82.1438009396,420.787104061
1392,336081,9601,41,199.21,3,181.78,17.43,Flat,5108.701,123.25,0,211.17,181.37,98.21,57.94,0,59.1942648506,190.203221645
1393,336185,13200,42,249.33,27,181.04,68.29,Pitched,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,22.6088000014,28.8413110861
1394,336186,13200,42,190.64,29,181.01,9.63,Pitched,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,83.3721257726,393.908102258
1395,336187,13200,41,242.58,12,181.02,61.56,Flat,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,92.0401999969,235.547925725
1396,336188,13200,42,252.44,18,181.02,71.42,Pitched,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,24.9244000018,38.6565334557
1397,336189,13255,42,249.73,41,181.24,68.49,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,22.6359880709,27.1979095464
1398,336190,13255,999,231.3,25,181.16,50.14,Complex,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,21.5919981887,29.1365207077
1399,336191,13255,42,230.45,28,181.16,49.29,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,23.3878572281,31.7866271839
1400,336192,13202,42,187.89,48,181.17,6.71,Pitched,5038.688,24.74,0.14,39.38,181.1,113.67,46.27,0.43,43.4418202169,75.4177826732
1401,336193,13206,41,371.4,14,181.28,190.12,Flat,5687.672,92.04,0,192.96,181.31,118.59,52.19,1.58,31.5936874411,57.6585261922
1402,336194,13206,41,275.1,15,181.26,93.84,Flat,5687.672,92.04,0,192.96,181.31,118.59,52.19,1.58,27.5689726337,43.2762593737
1403,336195,14004,42,228.06,0,180.89,47.17,Pitched,2199.728,75.17,0.33,85.11,180.91,50.76,43.33,0,45.2094000001,101.898601463
1404,336196,14705,42,316.87,41,181,135.87,Pitched,7036.69,66.31,-2.34,141.18,181.01,120.17,94.5,0,17.7277999986,19.227509197
1405,336236,14697,42,376.25,31,180.68,195.57,Pitched,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,148.941399999,1286.46832923
1406,336237,14077,42,300.04,27,181.14,118.91,Pitched,6005.628,41.85,0.06,126.39,181.08,106.85,61.78,0.76,49.8594830407,150.906709085
1407,336238,14692,41,216.81,15,181.05,35.76,Flat,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,32.4381101943,64.291165185
1408,336239,13565,42,187.2,22,182.5,4.7,Pitched,76.731,4.33,2.46,5.24,182.77,11.41,6.72,0.76,36.2715894277,76.7309935624
