OBJECTID,ID,Bldg_ID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,F_AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area
1194,334694,10955,999,210.65,19,181.06,29.59,Complex,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,82.57399547,173.5190304
1195,334695,10955,41,301.71,3,180.87,120.84,Flat,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,163.3136368,912.0766523
1196,334767,10953,41,281.49,8,181.07,100.42,Flat,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,31.20526839,60.21803031
1197,334768,10953,42,265.4,48,181.16,84.24,Pitched,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,36.88222524,68.3311238
1198,334769,11606,42,256.87,39,181.11,75.76,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,40.1823812,98.54444852
1199,334770,11606,41,265.06,3,181.05,84.01,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,44.54803654,113.116758
1200,334771,11606,42,275.21,28,181.09,94.12,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,27.87678739,44.98047298
1201,334772,11606,41,197.41,7,181.07,16.34,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,177.8169155,938.1043735
1202,334773,11606,42,198.88,42,181.21,17.67,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,42.47626578,89.84833595
1203,334774,11581,41,261.64,7,181.31,80.33,Flat,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,65.44043888,207.4173615
1204,334775,11581,999,261.77,22,181.25,80.51,Complex,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,20.16724781,23.89464168
1205,334776,11606,42,268.85,23,181.1,87.75,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,29.13419044,50.55611077
1206,334777,11606,42,262.35,28,181.03,81.32,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,85.06904633,298.4141965
1207,334850,10955,41,309.84,3,181.04,128.8,Flat,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,38.36706598,91.77786468
1208,334851,11632,41,265.86,10,181.08,84.78,Flat,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,51.95804276,108.2115373
1209,334852,10952,42,389.35,0,180.9,208.45,Pitched,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,64.6532012,108.7471582
1210,334853,10953,42,262.03,21,181.06,80.97,Pitched,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,51.51583418,164.2622785
1211,334854,10953,41,266.1,2,181.07,85.02,Flat,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,19.86525207,23.42481528
1212,334855,10953,42,283.29,49,181.03,102.26,Pitched,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,25.56441277,40.83861758
1213,334856,11606,41,269.99,2,181.27,88.72,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,40.69702353,93.14584559
1214,334857,11606,41,241.52,2,181.31,60.21,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,42.85349888,108.948117
1215,334858,11606,41,271.62,12,181.19,90.43,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,69.49808368,150.5853486
1216,334859,11606,42,199.87,19,181.22,18.65,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,42.80259153,92.36157831
1217,334860,11581,42,262.69,27,181.3,81.39,Pitched,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,116.1566852,281.3305531
1218,334861,11581,42,270.78,31,181.38,89.4,Pitched,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,28.1154972,48.66861841
1219,334862,11586,41,210.69,17,181.13,29.56,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,24.66961372,37.63939528
1220,334863,11586,41,205.81,3,181.08,24.73,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,135.9622025,619.3722111
1221,334864,11586,41,197.99,8,181.08,16.91,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,40.47830432,93.80082262
1222,334977,11632,999,326.7,18,181,145.7,Complex,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,85.77228253,444.6533225
1223,334978,11632,42,266.7,43,181.09,85.61,Pitched,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,39.39989692,55.27246748
1224,334979,10952,42,203.41,21,180.87,22.54,Pitched,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,92.42877404,188.1791695
1225,334980,10952,42,397.41,35,180.83,216.58,Pitched,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,83.18552098,185.8551566
1226,334981,10952,41,231.03,4,180.86,50.17,Flat,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,103.3303757,598.7375508
1227,334982,10953,42,265.88,30,181.03,84.85,Pitched,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,47.75273,121.4148661
1228,334983,10953,42,264.35,40,181.06,83.29,Pitched,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,50.70161207,74.91831621
1229,334984,11606,41,271.62,4,181.15,90.47,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,32.09072052,63.49579489
1230,334985,11606,41,237.28,2,181.08,56.2,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,67.79993599,188.2440549
1231,334986,11606,42,269.86,39,181.22,88.64,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,36.38336905,66.29350385
1232,334987,11606,41,236.03,2,181.18,54.85,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,128.4258846,579.433649
1233,334988,11581,41,244.68,7,181.2,63.48,Flat,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,127.4949111,433.7358265
1234,334989,11581,999,267.92,26,181.12,86.8,Complex,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,35.18229185,73.20029291
1235,334990,11586,999,212.81,19,181.12,31.69,Complex,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,28.55593279,48.1263986
1236,334991,11586,42,201.62,39,181.1,20.52,Pitched,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,17.04749265,16.4953059
1237,334992,11586,42,333.02,51,181.15,151.87,Pitched,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,60.9725791,221.7185852
1238,334993,11606,42,265.58,0,181.06,84.52,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,22.5681441,31.45369901
1239,335014,10952,41,410.82,2,180.59,230.23,Flat,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,153.7738793,1353.381772
1240,335015,11606,41,274.07,9,181.23,92.84,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,30.77531196,59.03770663
1241,335016,11606,999,256.47,16,181.07,75.4,Complex,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,232.1856565,2009.454406
1242,335017,11606,42,241.42,36,181.11,60.31,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,40.62731771,93.97855306
1243,335018,11581,42,255.72,38,181.25,74.47,Pitched,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,55.37921954,143.3222235
1244,335019,11581,999,225.01,27,181.39,43.61,Complex,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,26.08993033,42.29854958
1245,335020,11581,999,265.23,18,181.42,83.82,Complex,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,37.15163411,84.73569195
1246,335021,11586,999,215.04,17,181.15,33.9,Complex,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,31.34966091,58.06363148
1247,335022,11586,41,209.26,3,181.05,28.21,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,151.1623469,927.6633911
1248,335023,11586,42,194.65,25,181.1,13.55,Pitched,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,41.30937193,100.0583282
1249,335024,11606,42,264.27,37,181.19,83.07,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,30.66670294,55.50888079
1250,335025,11606,42,269.79,39,181.19,88.6,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,23.97325684,35.90166141
1251,335026,11606,42,239.77,39,181.06,58.72,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,69.58728398,135.3687379
1252,335063,10955,41,207.43,9,180.87,26.56,Flat,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,225.9116751,679.5700381
1253,335064,11632,42,261.98,27,180.96,81.02,Pitched,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,48.07723664,122.7298851
1254,335065,10952,41,219.25,3,180.9,38.35,Flat,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,66.63678813,163.5677306
1255,335066,10952,42,230.62,40,180.61,50.01,Pitched,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,105.3934332,564.0967246
1256,335067,10953,42,264.05,20,181.17,82.88,Pitched,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,32.73991073,49.80984774
1257,335068,11606,41,217.17,6,181.02,36.15,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,51.69992189,131.9162043
1258,335153,79,41,205.64,2,181,24.64,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,202.5866208,2453.520167
1259,335154,79,41,200.35,13,180.01,20.34,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,335.1927218,1799.422714
1260,335155,79,41,220.61,2,183.5,37.11,Flat,18577.703,22.16,-0.77,44.31,183.36,276.97,133.36,3.13,192.289596,1610.619391
1261,335156,76,41,186.51,3,180.63,5.88,Flat,1402.031,5.21,-0.01,8.15,180.82,54.78,51.85,0.62,293.8178611,1402.031481
1262,335157,15,41,194.61,2,181.01,13.6,Flat,1329.948,8.31,0,13.63,181.1,43.36,30.88,0,23.7834,34.04267965
1263,335158,55,41,220.89,6,180.84,40.05,Flat,3249.779,31.43,3.45,41.2,180.83,63.01,51.58,0,34.0354,58.53644842
1264,335159,52,41,255.53,6,180.55,74.98,Flat,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,59.514,153.1851075
1265,335160,52,41,255.53,13,180.7,74.83,Flat,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,28.7204,50.78084336
1266,335161,52,42,194.88,43,180.56,14.32,Pitched,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,25.66126748,40.95506112
1267,335162,56,42,280.71,39,180.84,99.87,Pitched,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,21.41426136,28.38150166
1268,335163,20,41,206.4,14,180.65,25.76,Flat,1862.045,92.27,7.75,154.17,180.9,51.79,45.11,0.68,170.4855054,305.5754653
1269,335164,71,41,196.01,14,180.91,15.1,Flat,1175.771,23.84,-0.03,31.33,181.1,40.61,31.12,0.89,53.87372723,114.1478684
1270,335165,116,999,229.35,19,181.2,48.15,Complex,4232.31,27.04,-0.02,53.92,181.15,88.92,50.4,0.89,111.7353302,525.5823846
1271,335166,116,999,195.06,21,181.05,14.01,Complex,4232.31,27.04,-0.02,53.92,181.15,88.92,50.4,0.89,28.69927506,45.5592922
1272,335167,105,42,248.86,23,181,67.86,Pitched,3330.451,44.19,0.2,73.87,181.09,68.8,50.21,0.71,73.46235949,306.409044
1273,335168,105,999,243.32,15,180.9,62.42,Complex,3330.451,44.19,0.2,73.87,181.09,68.8,50.21,0.71,138.3934174,392.2144391
1274,335210,14718,41,199.44,8,180.88,18.56,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,113.4877669,310.1013961
1275,335211,14718,41,193.9,15,180.89,13.01,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,94.46891865,432.0289037
1276,335212,14718,42,204.79,27,180.87,23.92,Pitched,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,57.42195865,150.5770937
1277,335221,11632,41,269.48,2,181.06,88.42,Flat,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,50.06699094,138.5074959
1278,335222,11632,41,269.55,2,181.1,88.45,Flat,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,65.22401216,181.2576215
1279,335223,10952,42,405.67,22,180.83,224.84,Pitched,4887.032,114.96,0,233.92,180.93,98.52,49.6,-0.43,104.1580952,284.3406017
1280,335224,10953,42,271.21,28,181.1,90.11,Pitched,4700.736,80.56,-0.01,104.01,181.17,96.87,48.53,-0.43,20.40156773,24.45820799
1281,335225,11619,42,217.65,34,181.15,36.5,Pitched,5345.009,46.25,0.49,103.76,181.11,99.06,56.15,0.17,24.08700672,31.38695882
1282,335226,11606,999,269.45,40,181.23,88.22,Complex,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,22.98217674,30.60396542
1283,335227,11606,41,265.25,8,181.02,84.23,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,135.4981611,697.1099645
1284,335228,11606,41,269.13,5,181.11,88.02,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,27.63445469,47.61254062
1285,335229,11606,41,243.01,2,181.06,61.95,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,44.15250622,117.2224426
1286,335230,11581,41,217.95,2,181.14,36.81,Flat,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,131.9563765,763.0127473
1287,335231,11581,42,216.58,20,181.35,35.23,Pitched,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,25.41027336,40.27807792
1288,335232,11581,42,196.64,23,181.32,15.32,Pitched,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,58.34826272,210.6829032
1289,335233,11581,42,270.29,28,181.24,89.04,Pitched,5097.86,54.52,0,90.9,181.37,101.54,50.21,0.73,41.01885347,91.1462438
1290,335234,11586,42,219.51,37,181.15,38.36,Pitched,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,19.700108,23.09183782
1291,335235,11586,999,248.86,16,181.12,67.74,Complex,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,111.6864179,520.0518514
1292,335236,11586,41,211.35,12,181.12,30.23,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,50.83155094,108.6400436
1293,335237,11586,999,219.41,37,181.15,38.26,Complex,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,20.37606398,24.91108028
1294,335238,11586,41,202.67,2,181.11,21.56,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,57.66090767,188.3379319
1295,335239,11606,42,266.04,38,181.19,84.85,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,24.35987899,37.03381848
1296,335285,12604,42,281.05,21,181.81,99.24,Pitched,2552.451,87.59,-0.98,101.32,181.95,56.99,44.79,0.51,33.5142,60.24260431
1297,335286,13231,41,288.84,14,182.43,106.4,Flat,1985.476,112.47,-0.3,140.45,182.15,56.26,38.56,0.51,37.49267529,75.19522275
1298,335303,10967,41,369.56,1,181.36,188.2,Flat,3906.506,148.39,0,203.61,181.59,85.84,50.23,0.17,120.52345,649.2386748
1299,335307,12593,41,265.58,12,180.95,84.63,Flat,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,92.5470393,231.1949527
1300,335308,12593,42,261.14,29,181.05,80.09,Pitched,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,20.0176,24.83626572
1301,335309,12593,42,205.11,33,180.96,24.15,Pitched,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,21.5194,26.07399696
1302,335310,9610,42,290.57,33,181.05,109.52,Pitched,2176.42,95.8,0,112.07,181.1,55.61,39.14,0,44.996,113.0696329
1303,335379,11606,41,271.74,2,181.12,90.63,Flat,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,59.35144566,219.5685252
1304,335380,11606,999,200.06,17,181.14,18.92,Complex,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,87.40973219,270.4248088
1305,335381,11586,999,245.55,20,181.11,64.44,Complex,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,19.59400005,23.98135251
1306,335382,11586,41,194.13,16,181.06,13.07,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,37.30684699,73.10273567
1307,335383,11586,41,270.11,13,181.12,88.99,Flat,4946.349,57.52,4.04,161.54,181.13,100.84,49.05,0.73,42.9209036,78.72806763
1308,335384,11606,42,268.97,36,181.19,87.78,Pitched,10190.841,64.66,-3.1,95.57,181.21,103.5,102.83,0.73,70.75948641,169.2791017
1309,335456,13200,42,250.38,34,181.03,69.35,Pitched,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,28.75,49.87819825
1310,335457,13200,999,251.6,24,181.03,70.57,Complex,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,26.4144,43.48830086
1311,335458,13200,41,250.51,9,181.02,69.49,Flat,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,21.3188,27.91975368
1312,335459,13244,42,208.96,21,180.92,28.04,Pitched,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,63.89826416,168.5191429
1313,335490,15400,42,189.03,36,181.11,7.92,Pitched,4239.453,43.24,-0.01,96.68,181.35,105.8,42.45,0.45,72.34523136,161.1158626
1314,335491,15943,42,265.73,33,183.63,82.1,Pitched,4625.997,95.41,-0.76,163.16,182.62,105.82,47.05,0.76,79.27036549,132.2542588
1315,335492,15419,42,248.64,31,181.59,67.05,Pitched,2618.492,54.6,0,94.63,181.68,59.34,44.13,0.76,29.59400427,50.31976427
1316,335503,14714,999,202.74,20,178,24.74,Complex,2329.117,56.4,1.09,120.53,181.26,115.46,26.83,-6.53,71.64938575,308.5348244
1317,335504,14714,42,210.46,29,177.65,32.81,Pitched,2329.117,56.4,1.09,120.53,181.26,115.46,26.83,-6.53,54.31688704,117.3325521
1318,335509,12579,42,184.04,20,180.87,3.17,Pitched,410.904,3.13,-0.02,5.03,180.93,53.74,10.66,0,137.5942,410.9035804
1319,335510,13244,999,212.48,18,180.81,31.67,Complex,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,71.69240382,296.0164774
1320,335511,13255,42,243.53,37,180.97,62.56,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,119.7146261,258.4123076
1321,335512,13255,41,252.13,5,181.17,70.96,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,45.8379285,102.6657645
1322,335513,13255,999,234.85,36,181.14,53.71,Complex,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,35.92915853,69.56735117
1323,335522,3518,999,320.81,19,180.95,139.86,Complex,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,129.8169442,751.8412726
1324,335523,3518,42,210.18,25,180.89,29.29,Pitched,10831.243,47.46,-0.35,143.83,181.18,123.45,113.15,0.62,186.416501,343.8622694
1325,335554,15966,41,268.66,3,181.06,87.6,Flat,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,81.95955149,398.6291196
1326,335651,10105,42,330,19,181.41,148.59,Pitched,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,66.23889258,122.608732
1327,335652,10119,41,292.27,5,180.82,111.45,Flat,1297.779,106.4,0,128.51,181.01,57.2,22.69,-0.6,152.4252548,496.3614583
1328,335653,10119,41,292.39,9,180.8,111.59,Flat,1297.779,106.4,0,128.51,181.01,57.2,22.69,-0.6,129.969722,384.0519984
1329,335654,10108,41,219.74,4,180.9,38.84,Flat,5009.883,30.27,0,39.22,181.1,97.78,57.5,-0.21,33.46812861,64.29253721
1330,335655,9601,42,383.56,42,181.19,202.37,Pitched,5108.701,123.25,0,211.17,181.37,98.21,57.94,0,40.18232701,96.45766432
1331,335690,13227,999,248.65,23,181.14,67.51,Complex,1440.034,56.09,-0.15,89.23,181.14,56.73,25.65,0.51,30.36999489,51.47430102
1332,335691,12593,42,264.58,30,180.72,83.86,Pitched,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,37.7648,82.38197625
1333,335692,12593,41,202.63,5,180.92,21.71,Flat,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,203.9262,2111.042033
1334,335693,13263,42,185.57,21,180.83,4.74,Pitched,4922.974,44.73,0,85.54,181.02,92.49,61.15,0,42.2954,78.22485831
1335,335694,13263,42,246.79,30,181.03,65.75,Pitched,4922.974,44.73,0,85.54,181.02,92.49,61.15,0,23.5748,33.43951744
1336,335695,10105,41,237.24,3,181.63,55.61,Flat,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,53.96505883,162.5432668
1337,335696,10105,42,288.67,50,181.82,106.85,Pitched,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,62.68922499,167.4609353
1338,335697,10105,41,324.69,3,181.02,143.67,Flat,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,57.33994344,192.7557747
1339,335698,9601,41,213.46,1,180.86,32.6,Flat,5108.701,123.25,0,211.17,181.37,98.21,57.94,0,239.5681108,1560.705895
1340,335719,13231,41,288.95,11,182.5,106.45,Flat,1985.476,112.47,-0.3,140.45,182.15,56.26,38.56,0.51,18.13791457,20.1458254
1341,335720,12593,41,264.09,17,181.02,83.07,Flat,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,39.3384,95.0231114
1342,335721,12593,42,264.37,38,180.97,83.4,Pitched,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,27.4738,38.68857984
1343,335722,11682,42,193.47,29,181.11,12.36,Pitched,3237.333,67.91,-0.01,92.77,181.24,73,57.23,0.51,67.81536938,222.9591422
1344,335723,12571,42,231.45,23,181.04,50.42,Pitched,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,21.809,29.65677856
1345,335724,10105,42,338.57,41,181.57,157,Pitched,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,58.93281838,76.16834859
1346,335725,10105,41,324.7,3,181.39,143.31,Flat,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,55.08291901,176.4943744
1347,335726,10105,41,335.17,2,180.82,154.35,Flat,3426.761,123.32,0,158.3,181.55,64.99,55.87,-0.6,93.83884357,501.3553155
1348,335727,10119,42,287.18,42,180.89,106.29,Pitched,1297.779,106.4,0,128.51,181.01,57.2,22.69,-0.6,137.6403475,417.3650584
1349,335728,9601,42,384.07,29,180.76,203.31,Pitched,5108.701,123.25,0,211.17,181.37,98.21,57.94,0,237.2393151,1371.26181
1350,335729,9610,41,290.97,5,181.05,109.92,Flat,2176.42,95.8,0,112.07,181.1,55.61,39.14,0,61.2388,225.9577632
1351,335730,11634,42,300.27,40,180.87,119.4,Pitched,1877.072,112.93,16.08,120,180.89,55.25,34.69,0.17,29.84883599,55.60203542
1352,335834,13200,42,249.76,32,181.02,68.74,Pitched,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,40.305,63.10799691
1353,335835,13244,41,211.55,2,180.85,30.7,Flat,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,55.86581052,157.3442017
1354,335836,13244,41,214.3,4,180.96,33.34,Flat,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,46.5561953,125.0231886
1355,335837,13244,41,213.18,3,180.83,32.35,Flat,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,32.9448,67.33655444
1356,335838,13255,42,245.96,39,181.07,64.89,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,34.12119923,53.48745445
1357,335839,13202,41,203.25,5,181.09,22.16,Flat,5038.688,24.74,0.14,39.38,181.1,113.67,46.27,0.43,76.30774238,195.6773028
1358,335840,13206,999,210.82,19,181.22,29.6,Complex,5687.672,92.04,0,192.96,181.31,118.59,52.19,1.58,98.3498607,210.810926
1359,335882,13227,41,242.45,3,181,61.45,Flat,1440.034,56.09,-0.15,89.23,181.14,56.73,25.65,0.51,104.4417087,479.3302853
1360,335903,13129,41,378.54,5,180.85,197.68,Flat,3835.52,177.85,-0.24,198.93,180.93,82.55,46.46,0,65.3524,266.55627
1361,335904,13244,41,255.32,3,180.75,74.57,Flat,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,155.1255454,435.5661493
1362,335905,13244,42,199.92,26,180.88,19.04,Pitched,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,48.58127132,114.4127107
1363,335909,16941,42,204.62,39,185.05,19.57,Pitched,3324.389,20.63,-5.2,78.76,185.51,94.64,40.78,0.76,48.56957633,48.22189258
1364,335910,16941,42,200.79,31,185.81,14.98,Pitched,3324.389,20.63,-5.2,78.76,185.51,94.64,40.78,0.76,55.60697808,170.9514749
1365,335978,13202,42,206.41,37,181.12,25.29,Pitched,5038.688,24.74,0.14,39.38,181.1,113.67,46.27,0.43,17.74029706,19.46543256
1366,335979,13202,41,207.95,6,181.06,26.89,Flat,5038.688,24.74,0.14,39.38,181.1,113.67,46.27,0.43,46.88091549,107.2603934
1367,335980,13206,41,214.46,10,181.21,33.25,Flat,5687.672,92.04,0,192.96,181.31,118.59,52.19,1.58,231.1521806,1214.459304
1368,335981,14705,42,313.15,28,180.97,132.18,Pitched,7036.69,66.31,-2.34,141.18,181.01,120.17,94.5,0,43.4026,107.0139277
1369,335982,14705,42,311.55,31,180.88,130.67,Pitched,7036.69,66.31,-2.34,141.18,181.01,120.17,94.5,0,30.7906,56.81381533
1370,335983,14711,42,230.64,49,180.92,49.72,Pitched,9882.25,60.63,-5.77,95.49,180.92,115.22,100.4,1.91,273.9618184,1021.420732
1371,335984,14697,41,212.18,5,180.88,31.3,Flat,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,44.48479385,113.5737799
1372,335985,14697,41,209.86,2,180.82,29.04,Flat,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,285.185,1997.8408
1373,335986,14697,42,376.18,0,180.75,195.43,Pitched,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,94.30050001,286.5823515
1374,335987,14037,41,250.79,2,180.74,70.05,Flat,5567.383,51.18,0.18,89.21,180.78,100.15,61.17,0.62,40.56794483,87.46399652
1375,335988,14077,42,305.83,38,181,124.83,Pitched,6005.628,41.85,0.06,126.39,181.08,106.85,61.78,0.76,50.71605493,157.096795
1376,335989,14077,41,185.87,5,180.92,4.95,Flat,6005.628,41.85,0.06,126.39,181.08,106.85,61.78,0.76,211.8521399,600.4951427
1377,335990,14692,42,208.81,33,181.13,27.68,Pitched,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,106.4261918,242.838353
1378,335991,14692,42,211.35,27,180.93,30.42,Pitched,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,109.4440734,646.3627628
1379,335992,14692,999,211.52,20,180.95,30.57,Complex,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,178.633817,1781.046309
1380,335993,14669,999,203.76,16,181.44,22.32,Complex,2725.825,35.44,0,91.02,181.59,68.94,51.43,0,68.7706,251.7148325
1381,335994,14256,999,184.26,20,181.17,3.08,Complex,74.002,2.92,0.87,6.13,181.29,12.87,5.75,0,37.2392,74.00162388
