,BLDGID,MEAN_AVGHT,Lat,Lon,OBJECTID,ID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area,geometry
1585,10153,71.72,41.881423999999996,-87.632233,1725,338788.0,42.0,191.33,25.0,181.09,10.24,Pitched,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,81.6184840283,236.781329309,"POLYGON ((-87.63180048856364 41.88161632191171, -87.63179944604458 41.88156383695515, -87.63193196249065 41.88156236657275, -87.63193041561095 41.88148451405601, -87.63195512495217 41.88148423938074, -87.63195452261844 41.88145393393386, -87.63199253623762 41.88145351218189, -87.63199308611647 41.88148118343007, -87.63199693882521 41.8816751190226, -87.63186380392362 41.88167659558513, -87.6318425181972 41.88167683158944, -87.63184130776033 41.88161586946302, -87.63180048856364 41.88161632191171))"
1586,10153,71.72,41.881423999999996,-87.632233,1736,338835.0,42.0,242.87,0.0,181.21,61.65,Pitched,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,39.1394997169,80.0882146968,"POLYGON ((-87.63150659701866 41.88156708784454, -87.63167219227017 41.88156524941594, -87.6316732358992 41.88161773526836, -87.63150764051221 41.88161957369937, -87.63150659701866 41.88156708784454))"
1587,10153,71.72,41.881423999999996,-87.632233,1737,338836.0,41.0,244.88,4.0,181.06,63.82,Flat,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,64.2451028857,229.272880762,"POLYGON ((-87.63176289273248 41.88144725326065, -87.6317625124816 41.88142810510757, -87.63188008783973 41.88142679984131, -87.6318798871537 41.88141670613108, -87.63192796933738 41.88141617225745, -87.63195376564803 41.88141588529649, -87.63195452261844 41.88145393393386, -87.63195512495217 41.88148423938074, -87.63193041561095 41.88148451405601, -87.63193196249065 41.88156236657275, -87.63179944604458 41.88156383695515, -87.63176521758275 41.8815642171046, -87.63176289273248 41.88144725326065))"
1588,10153,71.72,41.881423999999996,-87.632233,1844,339396.0,41.0,240.34,4.0,181.0,59.34,Flat,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,119.23655002,546.934284624,"POLYGON ((-87.63192650390181 41.88134254798026, -87.63192796933738 41.88141617225745, -87.6318798871537 41.88141670613108, -87.63188008783973 41.88142679984131, -87.6317625124816 41.88142810510757, -87.63176289273248 41.88144725326065, -87.63166986639318 41.88144828647624, -87.63167219227017 41.88156524941594, -87.63150659701866 41.88156708784454, -87.63150222810454 41.88134725873454, -87.63192650390181 41.88134254798026))"
1589,10153,71.72,41.881423999999996,-87.632233,1845,339397.0,41.0,243.82,15.0,180.9,62.92,Flat,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,85.8719111432,217.813273155,"POLYGON ((-87.63199253623762 41.88145351218189, -87.63195452261844 41.88145393393386, -87.63195376564803 41.88141588529649, -87.63192796933738 41.88141617225745, -87.63192650390181 41.88134254798026, -87.63218356051432 41.88133969301125, -87.63218633212719 41.88147903897267, -87.63210690889319 41.88147992019907, -87.6321052615591 41.88139703253838, -87.6319914389294 41.88139829576676, -87.63199178044096 41.88141546263764, -87.63199253623762 41.88145351218189))"
1590,10153,71.72,41.881423999999996,-87.632233,2200,349607.0,42.0,317.48,36.0,181.11,136.38,Pitched,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,49.2671713932,151.699090449,"POLYGON ((-87.63171578775648 41.88171402250757, -87.63186453714343 41.88171346176016, -87.63186672752555 41.88182360729316, -87.63171799948161 41.88182525954969, -87.63171578775648 41.88171402250757))"
1591,10153,71.72,41.881423999999996,-87.632233,2207,349811.0,41.0,262.57,14.0,181.0,81.57,Flat,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,141.391266687,757.726648686,"POLYGON ((-87.63186672752555 41.88182360729316, -87.63186453714343 41.88171346176016, -87.63186380392362 41.88167659558513, -87.63199693882521 41.8816751190226, -87.63210076321118 41.88167396666288, -87.63209691018864 41.88148003107595, -87.63210690889319 41.88147992019907, -87.63218633212719 41.88147903897267, -87.63219414221058 41.88187178223553, -87.63186775733692 41.88187540780033, -87.63186672752555 41.88182360729316))"
1592,10153,71.72,41.881423999999996,-87.632233,2224,349875.0,999.0,262.26,20.0,181.04,81.22,Complex,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,117.167588964,297.90865902,"POLYGON ((-87.63150764051221 41.88161957369937, -87.6316732358992 41.88161773526836, -87.63171386468169 41.88161728391233, -87.63171426396455 41.88163738668039, -87.63159610976081 41.8816386976629, -87.63159743081836 41.88170516413572, -87.6316282947102 41.88170482145588, -87.63162847572923 41.88171390110935, -87.63162907562555 41.88174409668731, -87.63159509531323 41.88174447361997, -87.63159672732999 41.88182660569817, -87.63171799948161 41.88182525954969, -87.63171902916405 41.88187705915836, -87.63151280415077 41.88187934805968, -87.63150764051221 41.88161957369937))"
1593,10153,71.72,41.881423999999996,-87.632233,2225,349876.0,42.0,266.27,40.0,181.21,85.05,Pitched,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,36.5092296753,80.1065953749,"POLYGON ((-87.63162847572923 41.88171390110935, -87.6316282947102 41.88170482145588, -87.63159743081836 41.88170516413572, -87.63159610976081 41.8816386976629, -87.63171426396455 41.88163738668039, -87.63171507618495 41.88167824423304, -87.63171578775648 41.88171402250757, -87.63162847572923 41.88171390110935))"
1594,10153,71.72,41.881423999999996,-87.632233,2260,349967.0,42.0,308.07,35.0,181.19,126.88,Pitched,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,34.6896706282,71.5893518968,"POLYGON ((-87.63171426396455 41.88163738668039, -87.63171386468169 41.88161728391233, -87.63180048856364 41.88161632191171, -87.63184130776033 41.88161586946302, -87.6318425181972 41.88167683158944, -87.63171507618495 41.88167824423304, -87.63171426396455 41.88163738668039))"
1595,10153,71.72,41.881423999999996,-87.632233,2264,350124.0,42.0,311.73,27.0,181.03,130.7,Pitched,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,36.1877169844,70.9901943237,"POLYGON ((-87.63171799948161 41.88182525954969, -87.63186672752555 41.88182360729316, -87.63186775733692 41.88187540780033, -87.63184646792907 41.88187564382572, -87.63171902916405 41.88187705915836, -87.63171799948161 41.88182525954969))"
1596,10153,71.72,41.881423999999996,-87.632233,2287,353235.0,41.0,267.64,5.0,181.11,86.53,Flat,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,44.9530661925,115.629250543,"POLYGON ((-87.63162847572923 41.88171390110935, -87.63171578775648 41.88171402250757, -87.63171799948161 41.88182525954969, -87.63159672732999 41.88182660569817, -87.63159509531323 41.88174447361997, -87.63162907562555 41.88174409668731, -87.63162847572923 41.88171390110935))"
1597,10153,71.72,41.881423999999996,-87.632233,2320,356710.0,42.0,311.73,48.0,181.18,130.55,Pitched,3279.054,71.72,0.0,138.33,181.19,59.08,56.54,0.43,32.7509044107,49.778487215,"POLYGON ((-87.63171578775648 41.88171402250757, -87.63171507618495 41.88167824423304, -87.6318425181972 41.88167683158944, -87.63186380392362 41.88167659558513, -87.63186453714343 41.88171346176016, -87.63171578775648 41.88171402250757))"
1598,10157,171.1,41.881428,-87.63110400000001,1621,338522.0,41.0,436.89,14.0,180.03,256.86,Flat,4971.281,171.1,0.0,259.98,179.06,97.1,57.45,0.5,65.1781828354,241.517298516,"POLYGON ((-87.63062322113777 41.88150754085898, -87.63070373311183 41.88150657361822, -87.6307078384376 41.88169742484566, -87.63062732742925 41.88169839208429, -87.63057051094803 41.88169907514947, -87.63056640482554 41.881508223921, -87.63062322113777 41.88150754085898))"
1599,10157,171.1,41.881428,-87.63110400000001,1622,338523.0,42.0,436.16,29.0,177.01,259.15,Pitched,4971.281,171.1,0.0,259.98,179.06,97.1,57.45,0.5,57.4116851441,164.191099912,"POLYGON ((-87.63022311133214 41.88151726967192, -87.63031814585645 41.88151612843195, -87.6303221784011 41.88170361513581, -87.63022714239396 41.88170475638756, -87.63022311133214 41.88151726967192))"
1600,10157,171.1,41.881428,-87.63110400000001,1644,338547.0,42.0,347.85,45.0,175.53,172.32,Pitched,4971.281,171.1,0.0,259.98,179.06,97.1,57.45,0.5,190.598354231,841.751846959,"POLYGON ((-87.63062203608951 41.88145247442428, -87.62959234987896 41.88146483869032, -87.62959044373243 41.88137612681327, -87.6306201285106 41.88136376167324, -87.63062203608951 41.88145247442428))"
1601,10157,171.1,41.881428,-87.63110400000001,1650,338553.0,41.0,436.85,10.0,180.56,256.29,Flat,4971.281,171.1,0.0,259.98,179.06,97.1,57.45,0.5,66.2336211865,252.700322748,"POLYGON ((-87.62959353405243 41.88151990604222, -87.62967727450381 41.88151890110581, -87.6296813767855 41.88170975329107, -87.62959763608507 41.88171075823215, -87.6295376911487 41.88171147775261, -87.62953358808922 41.88152062556596, -87.62959353405243 41.88151990604222))"
1602,10157,171.1,41.881428,-87.63110400000001,1651,338554.0,42.0,338.88,37.0,179.01,159.87,Pitched,4971.281,171.1,0.0,259.98,179.06,97.1,57.45,0.5,192.081414698,905.107116734,"POLYGON ((-87.62959876698805 41.88176334450203, -87.63062845917608 41.88175097833838, -87.63063051076966 41.88184636702839, -87.63035508869201 41.8818496760016, -87.62990208010098 41.88185511679433, -87.62960081705978 41.88185873412134, -87.62959876698805 41.88176334450203))"
1603,10157,171.1,41.881428,-87.63110400000001,1689,338639.0,41.0,436.24,14.0,178.02,258.22,Flat,4971.281,171.1,0.0,259.98,179.06,97.1,57.45,0.5,56.141538384,150.969252062,"POLYGON ((-87.63037187113217 41.88151548317553, -87.63045925333165 41.88151443336046, -87.63046328628859 41.88170192005657, -87.63037590383381 41.88170296987642, -87.63037187113217 41.88151548317553))"
1604,10157,171.1,41.881428,-87.63110400000001,1690,338640.0,42.0,436.2,29.0,177.23,258.97,Pitched,4971.281,171.1,0.0,259.98,179.06,97.1,57.45,0.5,57.4419883553,164.506541487,"POLYGON ((-87.63007440213843 41.88151905569794, -87.6301696198371 41.88151791177456, -87.63017365194779 41.88170539848654, -87.63007843397091 41.88170654241514, -87.63007440213843 41.88151905569794))"
1605,10157,171.1,41.881428,-87.63110400000001,1732,338831.0,42.0,436.1,35.0,176.89,259.21,Pitched,4971.281,171.1,0.0,259.98,179.06,97.1,57.45,0.5,55.4273114758,143.534366736,"POLYGON ((-87.62993299336317 41.88152075375061, -87.63001607220636 41.881519755799, -87.63002010386843 41.88170724251935, -87.62993702478251 41.88170824047555, -87.62993299336317 41.88152075375061))"
1606,10157,171.1,41.881428,-87.63110400000001,1733,338832.0,42.0,436.2,32.0,177.01,259.18,Pitched,4971.281,171.1,0.0,259.98,179.06,97.1,57.45,0.5,59.8270790515,189.334611657,"POLYGON ((-87.62977244655924 41.88152268177632, -87.62988203496124 41.88152136561227, -87.62988606623168 41.88170885233997, -87.62977647750948 41.88171016851002, -87.62977244655924 41.88152268177632))"
1607,10157,171.1,41.881428,-87.63110400000001,1746,338861.0,42.0,187.27,44.0,180.22,7.06,Pitched,4971.281,171.1,0.0,259.98,179.06,97.1,57.45,0.5,82.9003580497,145.018725217,"POLYGON ((-87.62990208010098 41.88185511679433, -87.63035508869201 41.8818496760016, -87.63035583630334 41.88188441560344, -87.62990282746705 41.88188985640077, -87.62990208010098 41.88185511679433))"
1608,10157,171.1,41.881428,-87.63110400000001,2518,366555.0,41.0,429.55,6.0,176.5,253.05,Flat,4971.281,171.1,0.0,259.98,179.06,97.1,57.45,0.5,546.768822792,1772.64985681,"POLYGON ((-87.62959763608507 41.88171075823215, -87.6296813767855 41.88170975329107, -87.62967727450381 41.88151890110581, -87.62959353405243 41.88151990604222, -87.62959234987896 41.88146483869032, -87.63062203608951 41.88145247442428, -87.63062322113777 41.88150754085898, -87.63056640482554 41.881508223921, -87.63057051094803 41.88169907514947, -87.63062732742925 41.88169839208429, -87.63062845917608 41.88175097833838, -87.62959876698805 41.88176334450203, -87.62959763608507 41.88171075823215), (-87.62977244655924 41.88152268177632, -87.62977647750948 41.88171016851002, -87.62988606623168 41.88170885233997, -87.62988203496124 41.88152136561227, -87.62977244655924 41.88152268177632), (-87.62993299336317 41.88152075375061, -87.62993702478251 41.88170824047555, -87.63002010386843 41.88170724251935, -87.63001607220636 41.881519755799, -87.62993299336317 41.88152075375061), (-87.63007440213843 41.88151905569794, -87.63007843397091 41.88170654241514, -87.63017365194779 41.88170539848654, -87.6301696198371 41.88151791177456, -87.63007440213843 41.88151905569794), (-87.63022311133214 41.88151726967192, -87.63022714239396 41.88170475638756, -87.6303221784011 41.88170361513581, -87.63031814585645 41.88151612843195, -87.63022311133214 41.88151726967192), (-87.63037187113217 41.88151548317553, -87.63037590383381 41.88170296987642, -87.63046328628859 41.88170192005657, -87.63045925333165 41.88151443336046, -87.63037187113217 41.88151548317553))"
1609,10182,38.32,41.880592,-87.628815,2195,349542.0,41.0,268.92,5.0,180.85,88.07,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,104.941847313,441.602236099,"POLYGON ((-87.62799962892336 41.88102535254382, -87.62816790365403 41.88102207333797, -87.62816513901704 41.88094284127222, -87.62822306652025 41.88094171198731, -87.62822137443538 41.88089323766476, -87.62836864945537 41.8808903675619, -87.62837539449761 41.88108368493018, -87.62800191769404 41.8810909626361, -87.62799962892336 41.88102535254382))"
1610,10182,38.32,41.880592,-87.628815,2202,349805.0,42.0,240.46,24.0,180.81,59.66,Pitched,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,114.180067301,452.044376585,"POLYGON ((-87.62795362002323 41.88179042870136, -87.62812986909574 41.88178699516083, -87.62815350769586 41.8817865335139, -87.62815527542944 41.88183719606712, -87.62833174031529 41.88183375833411, -87.62832997244246 41.88178309578451, -87.62839975193991 41.88178173583759, -87.62840428660085 41.88191168626381, -87.62795815378124 41.88192037915117, -87.62795362002323 41.88179042870136))"
1611,10182,38.32,41.880592,-87.628815,2208,349812.0,41.0,214.82,2.0,180.96,33.86,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,112.909444383,551.401990956,"POLYGON ((-87.62793365698185 41.88121819750555, -87.62792926743118 41.88109237766726, -87.62800191769404 41.8810909626361, -87.62837539449761 41.88108368493018, -87.62838149746837 41.8812585779029, -87.62830649969814 41.8812600393431, -87.62830478720961 41.88121096618432, -87.62793365698185 41.88121819750555))"
1612,10182,38.32,41.880592,-87.628815,2227,349878.0,42.0,214.12,33.0,181.11,33.01,Pitched,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,25.6352035821,41.0525648608,"POLYGON ((-87.62838257179006 41.88128937796429, -87.62838454075417 41.8813458010635, -87.62830561699762 41.88134733892689, -87.62830364930802 41.88129091581929, -87.62838257179006 41.88128937796429))"
1613,10182,38.32,41.880592,-87.628815,2228,349879.0,41.0,191.86,3.0,180.72,11.14,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,170.896233541,1635.92809687,"POLYGON ((-87.62795024904563 41.88169380693611, -87.6279384118665 41.88135449384816, -87.62830561699762 41.88134733892689, -87.62838454075417 41.8813458010635, -87.62839975193991 41.88178173583759, -87.62832997244246 41.88178309578451, -87.62815350769586 41.8817865335139, -87.62812986909574 41.88178699516083, -87.6281264978529 41.8816903734025, -87.62795024904563 41.88169380693611))"
1614,10182,38.32,41.880592,-87.628815,2261,349968.0,999.0,261.08,18.0,180.82,80.26,Complex,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,117.159993532,582.298840336,"POLYGON ((-87.62836864945537 41.8808903675619, -87.62822137443538 41.88089323766476, -87.62822306652025 41.88094171198731, -87.62816513901704 41.88094284127222, -87.62816790365403 41.88102207333797, -87.62799962892336 41.88102535254382, -87.62792697873475 41.88102676757305, -87.62792021001755 41.88083273966796, -87.62836633528001 41.880824046978, -87.62836864945537 41.8808903675619))"
1615,10182,38.32,41.880592,-87.628815,2262,349969.0,42.0,264.42,18.0,181.0,83.42,Pitched,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,26.6346785337,43.9428554869,"POLYGON ((-87.62792697873475 41.88102676757305, -87.62799962892336 41.88102535254382, -87.62800191769404 41.8810909626361, -87.62792926743118 41.88109237766726, -87.62792697873475 41.88102676757305))"
1616,10182,38.32,41.880592,-87.628815,2263,349970.0,41.0,210.79,4.0,181.0,29.79,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,104.335634487,485.579871525,"POLYGON ((-87.62793365698185 41.88121819750555, -87.62830478720961 41.88121096618432, -87.62830649969814 41.8812600393431, -87.62838149746837 41.8812585779029, -87.62838257179006 41.88128937796429, -87.62830364930802 41.88129091581929, -87.62830561699762 41.88134733892689, -87.6279384118665 41.88135449384816, -87.62793365698185 41.88121819750555))"
1617,10182,38.32,41.880592,-87.628815,2289,353237.0,42.0,194.0,23.0,180.8,13.2,Pitched,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,50.7211124621,156.992053111,"POLYGON ((-87.62795024904563 41.88169380693611, -87.6281264978529 41.8816903734025, -87.62812986909574 41.88178699516083, -87.62795362002323 41.88179042870136, -87.62795024904563 41.88169380693611))"
1618,10182,38.32,41.880592,-87.628815,2290,353238.0,41.0,246.15,3.0,180.82,65.33,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,40.5477230954,82.4177915376,"POLYGON ((-87.62815350769586 41.8817865335139, -87.62832997244246 41.88178309578451, -87.62833174031529 41.88183375833411, -87.62815527542944 41.88183719606712, -87.62815350769586 41.8817865335139))"
1619,10183,117.11,41.881443,-87.628815,341,239768.0,42.0,341.85,21.0,180.66,161.19,Pitched,2709.229,117.11,-0.82,173.46,180.93,57.95,46.75,1.07,209.40279915,2709.22922308,"POLYGON ((-87.62842843181066 41.88139638172949, -87.62899167109043 41.88138540463699, -87.6290098819632 41.88190716844355, -87.6284466381064 41.8819181456557, -87.62842843181066 41.88139638172949))"
1620,10231,50.16,41.880604,-87.627686,5,231545.0,41.0,240.89,7.0,181.14,59.75,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,55.3685999978,125.669534862,"POLYGON ((-87.62723892783156 41.88119456661112, -87.62730553586722 41.88119420278972, -87.62730589521394 41.88123094224559, -87.62726783982777 41.88123115011373, -87.62726802058712 41.88124963197031, -87.62723946789127 41.88124978792413, -87.62718946933876 41.88125006099737, -87.62704632863839 41.88125084265751, -87.62704578874495 41.88119562134247, -87.62723892783156 41.88119456661112))"
1621,10231,50.16,41.880604,-87.627686,36,232255.0,41.0,250.48,8.0,181.17,69.31,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,25.2688000016,39.5963210847,"POLYGON ((-87.62641565890485 41.88110534631562, -87.6264850736745 41.88110496766043, -87.62648567846647 41.88116688247582, -87.62641626362982 41.88116726113183, -87.62641565890485 41.88110534631562))"
1622,10231,50.16,41.880604,-87.627686,41,232260.0,42.0,256.75,19.0,181.12,75.63,Pitched,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,30.6586000007,58.7448660025,"POLYGON ((-87.62667345276596 41.88113323805176, -87.62676528594542 41.88113273688972, -87.62676540846995 41.88114527458062, -87.62676596447413 41.88120216927241, -87.62667413119527 41.88120267043565, -87.62667345276596 41.88113323805176))"
1623,10231,50.16,41.880604,-87.627686,48,234121.0,41.0,248.21,15.0,181.13,67.08,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,47.0048000012,96.4916998034,"POLYGON ((-87.62667345276596 41.88113323805176, -87.62667413119527 41.88120267043565, -87.62648379888385 41.88120370890542, -87.62648358638953 41.88118195505158, -87.62652165380383 41.88118174737776, -87.62652145764352 41.88116166689737, -87.62655504546426 41.88116148365121, -87.62655477585287 41.88113388559955, -87.62667345276596 41.88113323805176))"
1624,10231,50.16,41.880604,-87.627686,65,234429.0,999.0,247.58,17.0,181.11,66.47,Complex,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,24.1497999988,36.3725424367,"POLYGON ((-87.62676540846995 41.88114527458062, -87.62683479796982 41.88114489585188, -87.62683535403553 41.88120179054291, -87.62676596447413 41.88120216927241, -87.62676540846995 41.88114527458062))"
1625,10231,50.16,41.880604,-87.627686,76,234456.0,41.0,247.52,11.0,181.21,66.31,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,26.8313999958,44.7027328865,"POLYGON ((-87.62728012876818 41.88152903496479, -87.62728076729034 41.88159431902795, -87.62720644455592 41.88159472497006, -87.62720580610942 41.88152944090599, -87.62728012876818 41.88152903496479))"
1626,10231,50.16,41.880604,-87.627686,86,234466.0,41.0,249.23,4.0,181.09,68.14,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,36.8274000008,83.3310027225,"POLYGON ((-87.62669039324183 41.88103356107494, -87.62669021167345 41.88101497924553, -87.62681560591183 41.88101429489411, -87.62681631086333 41.88108642556948, -87.62669091648395 41.88108710992262, -87.62669039324183 41.88103356107494))"
1627,10231,50.16,41.880604,-87.627686,89,234483.0,41.0,253.61,14.0,181.1,72.51,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,24.5258000009,37.560176043,"POLYGON ((-87.62661426100152 41.8810339765075, -87.62669039324183 41.88103356107494, -87.62669091648395 41.88108710992262, -87.62661478418008 41.88108752535594, -87.62661426100152 41.8810339765075))"
1628,10231,50.16,41.880604,-87.627686,108,235204.0,999.0,250.43,18.0,181.19,69.24,Complex,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,23.4415999968,32.4238465084,"POLYGON ((-87.62683435638935 41.88109971477331, -87.62692168463307 41.88109923807551, -87.62692207855942 41.88113953773082, -87.62683475026084 41.88114001442929, -87.62683435638935 41.88109971477331))"
1629,10231,50.16,41.880604,-87.627686,110,235206.0,42.0,266.33,41.0,181.21,85.12,Pitched,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,25.6456000004,41.0276499614,"POLYGON ((-87.62682383661094 41.88185952684626, -87.62690447958714 41.88185908664976, -87.62690501937149 41.8819143079599, -87.62682437632583 41.88191474815724, -87.62682383661094 41.88185952684626))"
1630,10231,50.16,41.880604,-87.627686,115,235298.0,41.0,232.5,12.0,181.06,51.44,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,71.3160000015,210.954428684,"POLYGON ((-87.62726802058712 41.88124963197031, -87.62726783982777 41.88123115011373, -87.62730589521394 41.88123094224559, -87.62730553586722 41.88119420278972, -87.62723892783156 41.88119456661112, -87.62723869871579 41.88117113938725, -87.62726947971825 41.88117097126245, -87.62748556377034 41.88116979078637, -87.62748662259446 41.88127801335089, -87.62726830983242 41.88127920600287, -87.62726802058712 41.88124963197031))"
1631,10231,50.16,41.880604,-87.627686,134,235571.0,41.0,249.22,3.0,181.08,68.14,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,44.9640000034,98.3198789304,"POLYGON ((-87.62661426100152 41.8810339765075, -87.62661478418008 41.88108752535594, -87.62641549546599 41.88108861258141, -87.62641497245379 41.88103506373093, -87.62661426100152 41.8810339765075))"
1632,10231,50.16,41.880604,-87.627686,169,235862.0,41.0,228.85,10.0,181.17,47.68,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,53.4555999972,133.565697109,"POLYGON ((-87.62706477029987 41.8817193132455, -87.62714495754153 41.88171887536881, -87.62714604517376 41.88183010063477, -87.62714672546993 41.88189966989989, -87.62706653800225 41.88190010777934, -87.62706508090717 41.88175108121469, -87.62706477029987 41.8817193132455))"
1633,10231,50.16,41.880604,-87.627686,174,235867.0,41.0,264.34,7.0,181.22,83.12,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,63.9360000007,183.302728171,"POLYGON ((-87.62665263990642 41.88175333253883, -87.6269415869948 41.88175175546606, -87.62694196307915 41.88179022773564, -87.62691501422495 41.8817903748533, -87.62691534178526 41.88182388464405, -87.62665334324092 41.88182531460296, -87.62665263990642 41.88175333253883))"
1634,10231,50.16,41.880604,-87.627686,288,238128.0,41.0,250.05,13.0,181.19,68.86,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,26.7752,44.4906646794,"POLYGON ((-87.62703589806983 41.88110187137668, -87.627087416214 41.88110159007272, -87.6270880551909 41.88116694169052, -87.6270141619861 41.88116734516208, -87.62701352308447 41.88110199354337, -87.62703589806983 41.88110187137668))"
1635,10231,50.16,41.880604,-87.627686,289,238129.0,41.0,242.99,3.0,181.16,61.83,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,27.1620000023,45.8940137679,"POLYGON ((-87.627087416214 41.88110159007272, -87.62716364011979 41.88110117382575, -87.62716427917434 41.8811665254426, -87.6270880551909 41.88116694169052, -87.627087416214 41.88110159007272))"
1636,10231,50.16,41.880604,-87.627686,301,238142.0,999.0,244.46,18.0,181.26,63.19,Complex,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,40.6089999992,92.093204937,"POLYGON ((-87.62706299814917 41.88153806208576, -87.62706293784761 41.88153189456213, -87.62714536405568 41.88153144445999, -87.62714654991393 41.88165271537156, -87.62706412355003 41.8816531654756, -87.62706299814917 41.88153806208576))"
1637,10231,50.16,41.880604,-87.627686,2079,342047.0,42.0,225.48,23.0,181.23,44.25,Pitched,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,32.234000003,64.4297690528,"POLYGON ((-87.62706412355003 41.8816531654756, -87.62714654991393 41.88165271537156, -87.62716984584036 41.88165258814922, -87.62717049269922 41.88171873591779, -87.62714495754153 41.88171887536881, -87.62706477029987 41.8817193132455, -87.6270645108371 41.88169277614295, -87.62706412355003 41.8816531654756))"
1638,10231,50.16,41.880604,-87.627686,2080,342048.0,41.0,200.87,15.0,181.14,19.73,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,158.2312,1117.67627645,"POLYGON ((-87.62671798497915 41.88153128631387, -87.62661967827437 41.88153182276145, -87.62656695340746 41.88153211043989, -87.62653018134048 41.88153231106202, -87.62644848906855 41.881532756719, -87.62644724370368 41.88140525792189, -87.62640737925513 41.88140547537333, -87.62640650773766 41.88131624440572, -87.62640642418914 41.88130769020756, -87.62693084127208 41.88130482853139, -87.62693121989717 41.88134356198715, -87.62693242460558 41.8814668034892, -87.62704843388853 41.88146617011608, -87.62704852117741 41.88147509807498, -87.62704855367851 41.88147842230541, -87.62704913751925 41.88153813776826, -87.62697073053434 41.88153856585843, -87.62694416141377 41.88153871090964, -87.62694407677164 41.88153005223945, -87.62675634907025 41.88153107694292, -87.62671798497915 41.88153128631387))"
1639,10231,50.16,41.880604,-87.627686,2081,342049.0,42.0,201.12,29.0,181.32,19.8,Pitched,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,27.8533999976,41.3985381924,"POLYGON ((-87.62693084127208 41.88130482853139, -87.62704685026208 41.88130419516185, -87.62704701578647 41.88132112523107, -87.62704722895724 41.88134292861675, -87.62693121989717 41.88134356198715, -87.62693084127208 41.88130482853139))"
1640,10231,50.16,41.880604,-87.627686,2082,342050.0,42.0,246.84,18.0,180.93,65.91,Pitched,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,111.647200003,306.609685672,"POLYGON ((-87.62723579588675 41.88087432099162, -87.62723570996528 41.88086553533186, -87.62755310672168 41.8808638013356, -87.62755437596628 41.88099351837287, -87.62741314722757 41.88099429004144, -87.62741204283832 41.88088139589489, -87.62732723005783 41.88088185922429, -87.62732779859749 41.88093998507571, -87.6273585192307 41.88093981725697, -87.62735905495727 41.88099458555359, -87.62723697856805 41.88099525237698, -87.62723579588675 41.88087432099162))"
