BLDGID,LAT,LON,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area
7043,41.878853,-87.63678,42,477.5,0,181.09,296.41,Pitched,6144.805,166.18,-10.0,489.12,181.57,98.87,70.41,0.7,90.18455636649999,506.731657655
7192,41.878845,-87.637909,41,334.95,4,180.61,154.34,Flat,2218.876,116.57,0.0,154.35,180.77,52.52,50.44,11.05,48.9713560716,148.438715208
7192,41.878845,-87.637909,999,327.4,20,178.01,149.39,Complex,2218.876,116.57,0.0,154.35,180.77,52.52,50.44,11.05,183.91119387700002,961.727928817
7192,41.878845,-87.637909,41,302.8,5,177.85,124.95,Flat,2218.876,116.57,0.0,154.35,180.77,52.52,50.44,11.05,161.52458956200002,1108.70955672
7196,41.878857,-87.63561999999999,41,193.16,7,181.0,12.16,Flat,5658.876,11.51,0.0,24.78,181.23,97.78,57.88,0.21,311.304135233,5658.87560441
7200,41.878052000000004,-87.628784,41,297.43,2,180.5,116.93,Flat,4339.002,94.73,-0.5,125.32,180.87,112.09,44.72,0.55,366.81924285599996,3657.62035716
7200,41.878052000000004,-87.628784,42,188.37,39,180.85,7.52,Pitched,4339.002,94.73,-0.5,125.32,180.87,112.09,44.72,0.55,88.2037256773,194.918280129
7200,41.878052000000004,-87.628784,999,302.34,16,180.5,121.84,Complex,4339.002,94.73,-0.5,125.32,180.87,112.09,44.72,0.55,71.6669708588,320.234845268
7200,41.878052000000004,-87.628784,42,188.37,43,180.8,7.57,Pitched,4339.002,94.73,-0.5,125.32,180.87,112.09,44.72,0.55,86.73695981780001,166.228918106
7207,41.878871999999994,-87.633362,41,271.2,6,181.03,90.17,Flat,4758.157,73.76,0.92,93.19,181.09,97.14,48.98,0.53,122.94027216399999,582.493709902
7207,41.878871999999994,-87.633362,42,265.11,23,181.07,84.04,Pitched,4758.157,73.76,0.92,93.19,181.09,97.14,48.98,0.53,43.5977340804,116.955004345
7207,41.878871999999994,-87.633362,42,263.83,29,180.89,82.94,Pitched,4758.157,73.76,0.92,93.19,181.09,97.14,48.98,0.53,571.735159788,2478.03430386
7207,41.878871999999994,-87.633362,999,205.99,18,180.96,25.03,Complex,4758.157,73.76,0.92,93.19,181.09,97.14,48.98,0.53,127.21935263399999,823.627566574
7207,41.878871999999994,-87.633362,42,268.97,26,181.07,87.9,Pitched,4758.157,73.76,0.92,93.19,181.09,97.14,48.98,0.53,38.5573223428,72.2867829999
7207,41.878871999999994,-87.633362,41,271.11,4,181.01,90.1,Flat,4758.157,73.76,0.92,93.19,181.09,97.14,48.98,0.53,154.526001649,684.759526424
7236,41.878895,-87.631073,42,207.52,30,180.79,26.73,Pitched,2008.411,88.59,-0.39,161.86,181.04,53.03,37.88,0.95,56.411804440299996,132.687565903
7236,41.878895,-87.631073,42,265.7,24,180.97,84.73,Pitched,2008.411,88.59,-0.39,161.86,181.04,53.03,37.88,0.95,24.7275760983,37.3515925926
7236,41.878895,-87.631073,42,267.38,24,180.98,86.4,Pitched,2008.411,88.59,-0.39,161.86,181.04,53.03,37.88,0.95,31.927762846599997,63.5537653191
7236,41.878895,-87.631073,42,266.08,39,180.88,85.2,Pitched,2008.411,88.59,-0.39,161.86,181.04,53.03,37.88,0.95,34.1703664382,71.6233398245
7236,41.878895,-87.631073,41,261.44,3,181.03,80.41,Flat,2008.411,88.59,-0.39,161.86,181.04,53.03,37.88,0.95,53.5061063003,135.018050295
7236,41.878895,-87.631073,42,305.6,41,180.8,124.8,Pitched,2008.411,88.59,-0.39,161.86,181.04,53.03,37.88,0.95,49.8927097832,149.755875927
7236,41.878895,-87.631073,42,322.83,28,180.82,142.01,Pitched,2008.411,88.59,-0.39,161.86,181.04,53.03,37.88,0.95,74.52977675220001,333.136818455
7236,41.878895,-87.631073,42,311.95,39,180.89,131.06,Pitched,2008.411,88.59,-0.39,161.86,181.04,53.03,37.88,0.95,61.571409590100004,215.982041419
7236,41.878895,-87.631073,42,305.67,45,181.04,124.63,Pitched,2008.411,88.59,-0.39,161.86,181.04,53.03,37.88,0.95,49.9980268008,150.53937961399998
7236,41.878895,-87.631073,41,261.51,14,180.75,80.76,Flat,2008.411,88.59,-0.39,161.86,181.04,53.03,37.88,0.95,246.252524695,718.762211494
7239,41.878883,-87.632202,42,234.45,23,180.93,53.52,Pitched,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,48.221586807799994,145.330613276
7239,41.878883,-87.632202,41,234.67,5,181.14,53.53,Flat,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,28.888544926799998,51.2101217271
7239,41.878883,-87.632202,42,231.77,19,180.87,50.9,Pitched,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,127.91165706299999,614.9815720290001
7239,41.878883,-87.632202,999,231.75,18,180.9,50.85,Complex,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,129.925791981,657.75115172
7239,41.878883,-87.632202,42,226.83,37,180.94,45.89,Pitched,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,42.2686718321,86.81865346139999
7239,41.878883,-87.632202,42,230.33,27,181.07,49.26,Pitched,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,53.391493151000006,150.29067104799998
7239,41.878883,-87.632202,999,228.83,15,180.89,47.94,Complex,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,34.1326600206,66.0176172295
7239,41.878883,-87.632202,42,226.74,39,180.9,45.84,Pitched,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,41.3154425342,79.0296689536
7239,41.878883,-87.632202,41,228.94,14,180.89,48.05,Flat,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,42.8073151306,98.3710030302
7239,41.878883,-87.632202,42,226.74,28,180.9,45.84,Pitched,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,51.665756851400005,101.438329986
7239,41.878883,-87.632202,999,236.51,33,181.11,55.4,Complex,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,38.3156324584,80.2704201826
7239,41.878883,-87.632202,42,234.33,22,180.97,53.36,Pitched,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,96.3439084417,599.861871241
7239,41.878883,-87.632202,42,229.79,35,181.0,48.79,Pitched,2839.673,46.56,-0.84,56.12,181.01,55.75,50.93,0.95,51.6338429604,108.30124922899999
7240,41.878895,-87.631073,41,190.83,2,181.0,9.83,Flat,3556.187,9.46,-0.04,10.7,181.16,60.03,59.24,2.0,238.540410966,3556.18730009
7254,41.878899,-87.628784,42,245.16,28,181.05,64.11,Pitched,2632.002,44.02,0.36,88.99,181.17,69.07,49.92,0.55,88.3748341111,274.162068305
7254,41.878899,-87.628784,41,196.69,4,181.06,15.63,Flat,2632.002,44.02,0.36,88.99,181.17,69.07,49.92,0.55,148.39927391,430.461897756
7254,41.878899,-87.628784,42,250.28,26,181.12,69.16,Pitched,2632.002,44.02,0.36,88.99,181.17,69.07,49.92,0.55,62.0417330815,106.75261306899999
7254,41.878899,-87.628784,41,195.06,8,181.04,14.02,Flat,2632.002,44.02,0.36,88.99,181.17,69.07,49.92,0.55,95.5174587585,373.35514996800003
7254,41.878899,-87.628784,42,269.3,19,181.11,88.19,Pitched,2632.002,44.02,0.36,88.99,181.17,69.07,49.92,0.55,33.4186254198,61.5799877638
7254,41.878899,-87.628784,42,264.48,24,181.0,83.48,Pitched,2632.002,44.02,0.36,88.99,181.17,69.07,49.92,0.55,142.99262576,790.162747101
7254,41.878899,-87.628784,41,198.57,14,181.23,17.34,Flat,2632.002,44.02,0.36,88.99,181.17,69.07,49.92,0.55,51.3268399389,128.647394942
7254,41.878899,-87.628784,42,252.95,35,181.22,71.72,Pitched,2632.002,44.02,0.36,88.99,181.17,69.07,49.92,0.55,17.701909605999997,19.0820169732
7254,41.878899,-87.628784,41,198.74,10,181.11,17.63,Flat,2632.002,44.02,0.36,88.99,181.17,69.07,49.92,0.55,52.43119367640001,119.46147863
7254,41.878899,-87.628784,41,198.94,10,180.9,18.04,Flat,2632.002,44.02,0.36,88.99,181.17,69.07,49.92,0.55,74.4376966309,328.336724811
7297,41.878056,-87.627625,41,212.2,4,180.96,31.24,Flat,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,113.042514556,490.219159294
7297,41.878056,-87.627625,41,203.5,3,180.88,22.62,Flat,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,91.547290115,343.04808916
7297,41.878056,-87.627625,41,242.12,1,180.94,61.18,Flat,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,49.7291537564,154.351132145
7297,41.878056,-87.627625,999,270.26,16,181.0,89.26,Complex,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,43.5172355831,111.24547667
7297,41.878056,-87.627625,41,249.18,9,180.66,68.52,Flat,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,124.713993874,823.658706098
7297,41.878056,-87.627625,41,217.25,14,180.97,36.28,Flat,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,42.8818505181,80.38697035930001
7297,41.878056,-87.627625,41,261.42,10,180.9,80.52,Flat,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,224.551173316,1197.39600418
7297,41.878056,-87.627625,999,205.08,16,180.92,24.16,Complex,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,107.85913619700001,530.11265133
7297,41.878056,-87.627625,999,274.53,18,180.99,93.54,Complex,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,29.8586428565,55.637840716899994
7297,41.878056,-87.627625,42,206.15,41,180.98,25.17,Pitched,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,25.3226842577,37.1546628518
7297,41.878056,-87.627625,41,197.2,3,180.92,16.28,Flat,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,122.65266180200001,939.8868363930001
7297,41.878056,-87.627625,41,202.28,3,181.0,21.28,Flat,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,84.3819806898,364.341457317
7319,41.878067,-87.62649499999999,42,202.9,26,181.05,21.85,Pitched,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,21.1308200519,21.6681536991
7319,41.878067,-87.62649499999999,41,246.49,14,181.07,65.42,Flat,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,25.9989943707,39.5342046556
7319,41.878067,-87.62649499999999,41,195.03,5,181.04,13.99,Flat,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,64.185774003,231.953627762
7319,41.878067,-87.62649499999999,41,255.97,10,180.94,75.03,Flat,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,111.287189952,431.343577435
7319,41.878067,-87.62649499999999,41,223.62,8,181.09,42.53,Flat,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,31.885584086399998,61.724983513299996
7319,41.878067,-87.62649499999999,41,191.01,32,181.02,9.99,Flat,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,25.231382880500004,39.1531303638
7319,41.878067,-87.62649499999999,41,225.05,10,181.01,44.04,Flat,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,63.8080681622,191.66678822
7319,41.878067,-87.62649499999999,42,199.33,26,181.06,18.28,Pitched,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,57.4505718207,121.125894947
7319,41.878067,-87.62649499999999,42,227.31,46,180.97,46.34,Pitched,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,21.779130595999998,29.300844013200003
7319,41.878067,-87.62649499999999,42,206.11,21,181.0,25.11,Pitched,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,41.7711337685,102.99515596200001
7319,41.878067,-87.62649499999999,42,258.3,35,181.0,77.31,Pitched,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,19.016688776400002,20.6652650701
7319,41.878067,-87.62649499999999,41,209.88,6,180.96,28.92,Flat,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,43.047254620299995,108.087942932
7319,41.878067,-87.62649499999999,41,199.35,10,181.02,18.33,Flat,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,114.021628889,397.64104
7319,41.878067,-87.62649499999999,999,224.74,21,180.99,43.75,Complex,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,29.990856096599998,48.150438655200006
7319,41.878067,-87.62649499999999,42,224.26,44,181.11,43.15,Pitched,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,20.4415101275,23.827930035999998
7319,41.878067,-87.62649499999999,42,224.28,32,181.17,43.11,Pitched,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,21.7877348873,24.8610060545
7319,41.878067,-87.62649499999999,41,219.67,5,181.0,38.67,Flat,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,199.57324255700001,1825.73866591
7319,41.878067,-87.62649499999999,42,220.99,34,181.1,39.88,Pitched,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,27.768021511300002,48.0896746034
7319,41.878067,-87.62649499999999,41,242.91,2,180.96,61.95,Flat,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,66.4323098763,274.789686922
7319,41.878067,-87.62649499999999,42,251.7,25,181.04,70.66,Pitched,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,24.5904733238,36.1164583937
7319,41.878067,-87.62649499999999,41,220.57,5,180.95,39.62,Flat,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,302.889297804,1748.59232521
7319,41.878067,-87.62649499999999,999,206.11,21,180.94,25.17,Complex,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,25.556387861999998,38.2841269733
7319,41.878067,-87.62649499999999,42,262.15,41,180.97,81.18,Pitched,5950.014,39.37,0.0,85.39,181.11,121.66,52.34,0.32,39.8558060901,84.7028748435
7336,41.878067,-87.625366,41,213.55,2,181.16,32.39,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,135.681629657,1142.92911234
7336,41.878067,-87.625366,41,252.62,13,181.17,71.45,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,360.627608621,941.939805805
7336,41.878067,-87.625366,41,219.98,4,181.15,38.83,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,161.98344845399998,1006.10266468
7336,41.878067,-87.625366,41,259.13,2,181.09,78.04,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,94.2373324881,475.503300739
7336,41.878067,-87.625366,41,256.27,11,181.33,74.94,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,65.7086914236,197.88295363900002
7336,41.878067,-87.625366,41,217.89,4,181.18,36.71,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,108.079798043,658.1595264480001
7336,41.878067,-87.625366,41,214.15,2,181.0,33.15,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,116.71640162899999,763.360648247
7336,41.878067,-87.625366,41,216.71,3,181.0,35.71,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,68.5159224025,254.371912197
7336,41.878067,-87.625366,42,260.38,22,181.07,79.31,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,67.469210957,256.385537855
7336,41.878067,-87.625366,42,264.95,26,181.0,83.95,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,139.814080006,959.234018478
7336,41.878067,-87.625366,42,255.53,42,181.33,74.2,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,24.898298897800004,34.227897180999996
7336,41.878067,-87.625366,42,207.34,26,181.03,26.31,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,51.6627199824,166.55179389100002
7336,41.878067,-87.625366,999,237.85,30,181.21,56.64,Complex,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,33.3367009457,64.2818077158
7336,41.878067,-87.625366,42,256.01,24,181.31,74.7,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,85.4138521941,203.410112943
7336,41.878067,-87.625366,42,186.18,20,181.16,5.02,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,21.4340581671,28.638983379499997
7336,41.878067,-87.625366,42,186.28,19,181.0,5.28,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,73.1138784316,286.215181783
7336,41.878067,-87.625366,42,256.08,18,181.32,74.76,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,131.619380418,1074.26110465
7336,41.878067,-87.625366,41,222.15,4,181.27,40.88,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,31.561429874499996,54.7266042097
7336,41.878067,-87.625366,41,211.65,2,180.94,30.71,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,74.4872952665,324.166502191
7336,41.878067,-87.625366,41,224.43,4,181.22,43.21,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,104.60105699100001,358.96087221
7336,41.878067,-87.625366,41,217.98,12,181.36,36.62,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,26.6529209561,42.9041460363
7336,41.878067,-87.625366,41,260.38,7,181.36,79.02,Flat,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,51.651122082700006,136.596965957
7336,41.878067,-87.625366,42,227.3,44,181.3,46.0,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,18.8245272658,20.3174972999
7336,41.878067,-87.625366,42,186.23,21,181.23,5.0,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,26.2528154679,39.9711909014
7336,41.878067,-87.625366,42,206.0,32,181.0,25.0,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,245.82635142,403.460477239
7336,41.878067,-87.625366,42,224.3,21,181.19,43.11,Pitched,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,26.226215786199997,41.2456277122
7336,41.878067,-87.625366,999,256.74,18,181.38,75.37,Complex,10001.507,49.8,0.0,89.66,181.29,120.94,113.09,0.28,33.1105982713,65.7012135656
8063,41.879684000000005,-87.637939,41,303.52,13,182.61,120.91,Flat,1627.3670000000002,94.58,-2.03,125.98,183.29,40.58,40.11,-0.21,283.066641336,1169.32051992
8063,41.879684000000005,-87.637939,41,303.5,24,182.77,120.73,Flat,1627.3670000000002,94.58,-2.03,125.98,183.29,40.58,40.11,-0.21,48.1431129918,136.178277009
8063,41.879684000000005,-87.637939,41,308.63,6,182.81,125.82,Flat,1627.3670000000002,94.58,-2.03,125.98,183.29,40.58,40.11,-0.21,73.558278785,321.867791187
8117,41.879761,-87.626526,41,235.56,9,181.09,54.47,Flat,1755.1779999999999,38.85,1.52,60.52,181.15,53.15,35.32,0.46,63.7814727528,154.977974605
8117,41.879761,-87.626526,41,191.74,7,181.16,10.58,Flat,1755.1779999999999,38.85,1.52,60.52,181.15,53.15,35.32,0.46,61.948315423500006,194.31176962
8117,41.879761,-87.626526,41,192.07,5,181.04,11.03,Flat,1755.1779999999999,38.85,1.52,60.52,181.15,53.15,35.32,0.46,73.7460995297,307.032440803
8117,41.879761,-87.626526,41,231.75,4,180.86,50.89,Flat,1755.1779999999999,38.85,1.52,60.52,181.15,53.15,35.32,0.46,186.59866773299998,879.727947024
8117,41.879761,-87.626526,41,238.75,4,181.12,57.63,Flat,1755.1779999999999,38.85,1.52,60.52,181.15,53.15,35.32,0.46,81.2185420251,219.127549168
8330,41.879704,-87.635651,42,232.26,33,180.85,51.41,Pitched,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,33.1025602766,57.6020912562
8330,41.879704,-87.635651,41,258.56,3,182.19,76.37,Flat,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,49.326532756700004,123.88217120799999
8330,41.879704,-87.635651,42,232.54,28,181.21,51.33,Pitched,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,21.223574803800002,27.3338911806
8330,41.879704,-87.635651,41,190.59,5,181.32,9.27,Flat,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,59.655612358599996,216.741921385
8330,41.879704,-87.635651,41,253.07,7,181.5,71.57,Flat,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,146.514460671,645.070156475
8330,41.879704,-87.635651,41,228.81,9,181.01,47.8,Flat,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,142.214344558,566.857763816
8330,41.879704,-87.635651,42,216.95,26,181.26,35.69,Pitched,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,21.883190795900003,29.812554590100003
8330,41.879704,-87.635651,41,228.86,4,181.0,47.86,Flat,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,172.730886042,1111.34247647
8330,41.879704,-87.635651,42,216.76,20,180.98,35.78,Pitched,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,24.2686571946,36.6371614468
8330,41.879704,-87.635651,999,235.45,21,181.02,54.42,Complex,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,66.4941980858,189.441283685
8330,41.879704,-87.635651,41,228.82,4,181.02,47.8,Flat,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,52.0982078333,163.831132979
8330,41.879704,-87.635651,41,216.98,20,180.8,36.18,Flat,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,23.5109175957,34.3756857486
8340,41.878914,-87.626526,42,192.54,28,180.9,11.64,Pitched,630.0269999999999,10.44,0.55,15.19,181.11,110.95,7.2,0.46,236.313486603,630.0269949469999
8398,41.879719,-87.633362,41,189.7,5,180.82,8.88,Flat,3234.393,34.21,0.0,89.27,181.16,59.21,54.63,0.53,150.29911005600002,1314.76643839
8398,41.879719,-87.633362,42,211.23,21,180.5,30.73,Pitched,3234.393,34.21,0.0,89.27,181.16,59.21,54.63,0.53,78.4677055665,323.415036408
8398,41.879719,-87.633362,42,197.29,38,181.27,16.02,Pitched,3234.393,34.21,0.0,89.27,181.16,59.21,54.63,0.53,62.607041189600004,122.693136848
8398,41.879719,-87.633362,41,193.87,5,181.14,12.73,Flat,3234.393,34.21,0.0,89.27,181.16,59.21,54.63,0.53,80.0220691215,377.411729316
8398,41.879719,-87.633362,42,258.08,41,181.36,76.72,Pitched,3234.393,34.21,0.0,89.27,181.16,59.21,54.63,0.53,22.952966176500002,32.918673046100004
8398,41.879719,-87.633362,41,261.67,12,181.16,80.51,Flat,3234.393,34.21,0.0,89.27,181.16,59.21,54.63,0.53,60.5738241769,144.586320136
8398,41.879719,-87.633362,41,254.5,13,180.94,73.56,Flat,3234.393,34.21,0.0,89.27,181.16,59.21,54.63,0.53,228.477643933,918.6020811989999
8402,41.879719,-87.633362,999,332.4,20,181.03,151.38,Complex,2154.495,158.01,0.0,179.25,181.14,58.38,36.91,0.53,33.5392105841,67.3381762512
8402,41.879719,-87.633362,41,332.42,3,181.2,151.22,Flat,2154.495,158.01,0.0,179.25,181.14,58.38,36.91,0.53,33.6646577863,66.9357670943
8402,41.879719,-87.633362,42,350.14,33,181.04,169.1,Pitched,2154.495,158.01,0.0,179.25,181.14,58.38,36.91,0.53,84.2289471255,424.713857215
8402,41.879719,-87.633362,41,332.43,6,181.0,151.43,Flat,2154.495,158.01,0.0,179.25,181.14,58.38,36.91,0.53,35.7832210216,75.03330256939999
8402,41.879719,-87.633362,41,332.43,6,181.0,151.43,Flat,2154.495,158.01,0.0,179.25,181.14,58.38,36.91,0.53,32.7593773483,64.9700032863
8402,41.879719,-87.633362,42,354.75,46,180.9,173.85,Pitched,2154.495,158.01,0.0,179.25,181.14,58.38,36.91,0.53,274.00288884599996,1455.50414729
8403,41.8797,-87.63678,41,304.48,2,182.0,122.48,Flat,1808.612,117.64,0.0,140.0,182.83,59.32,34.04,0.42,207.88905134799998,1010.16916431
8403,41.8797,-87.63678,41,309.98,2,182.5,127.48,Flat,1808.612,117.64,0.0,140.0,182.83,59.32,34.04,0.42,86.75227399879999,379.759943674
8403,41.8797,-87.63678,999,320.61,27,182.1,138.51,Complex,1808.612,117.64,0.0,140.0,182.83,59.32,34.04,0.42,89.24677052930001,418.682515748
8440,41.879723,-87.632202,42,263.34,0,180.9,82.44,Pitched,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,66.46327693020001,274.038291354
8440,41.879723,-87.632202,41,345.12,6,180.9,164.22,Flat,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,65.40573708859999,181.573085186
8440,41.879723,-87.632202,42,263.01,38,180.82,82.18,Pitched,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,121.886348655,224.380789945
8440,41.879723,-87.632202,41,272.83,3,181.02,91.81,Flat,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,62.211395725,226.51112927
8440,41.879723,-87.632202,42,263.03,30,180.81,82.22,Pitched,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,120.683979007,210.639220538
8440,41.879723,-87.632202,41,278.64,15,181.0,97.64,Flat,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,134.410249544,646.370956499
8440,41.879723,-87.632202,42,263.07,39,180.8,82.27,Pitched,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,192.20832080099999,468.09726374400003
8440,41.879723,-87.632202,41,272.8,3,180.74,92.06,Flat,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,73.9634070082,293.717832187
8440,41.879723,-87.632202,41,272.82,3,180.76,92.06,Flat,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,75.7322480416,310.394739063
8440,41.879723,-87.632202,41,199.1,1,180.81,18.29,Flat,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,92.8785761705,524.397765555
8440,41.879723,-87.632202,42,342.07,24,180.83,161.24,Pitched,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,219.998360435,1070.72551707
8440,41.879723,-87.632202,41,199.1,1,180.9,18.2,Flat,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,66.4110708383,273.641758297
8440,41.879723,-87.632202,999,199.12,21,180.82,18.3,Complex,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,147.192594472,373.76600704199996
8440,41.879723,-87.632202,41,272.81,3,180.93,91.88,Flat,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,62.858882488,229.82382831599998
8440,41.879723,-87.632202,999,263.1,28,180.79,82.31,Complex,5793.263000000001,91.13,0.0,167.64,181.03,98.43,58.86,0.95,190.224516587,485.18504867300004
8472,41.87973,-87.631073,999,251.07,18,181.05,70.02,Complex,5962.605,60.74,-0.02,105.24,181.08,100.87,60.79,0.95,37.8880768079,87.6087142289
8472,41.87973,-87.631073,42,272.21,25,181.0,91.21,Pitched,5962.605,60.74,-0.02,105.24,181.08,100.87,60.79,0.95,58.6209580851,210.327435905
8472,41.87973,-87.631073,41,267.44,5,181.0,86.44,Flat,5962.605,60.74,-0.02,105.24,181.08,100.87,60.79,0.95,178.10472992799998,787.074049415
8472,41.87973,-87.631073,42,194.62,35,181.07,13.55,Pitched,5962.605,60.74,-0.02,105.24,181.08,100.87,60.79,0.95,47.112135868500005,138.602961506
